Stage,Window,N_Points,ID_Bits,Authentication_Index,Training_Indices,PC,Explained_Variance_Ratio,Cumulative_Explained_Variance
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",57,0.000857050759975309,0.9648029003865265
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",58,0.0008215699217190693,0.9656244703082456
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",59,0.0008030312380463792,0.966427501546292
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",60,0.0007702712431044874,0.9671977727893964
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",61,0.0007515160707696564,0.9679492888601661
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",62,0.0007065695362265859,0.9686558583963927
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",63,0.0006969667098195889,0.9693528251062122
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",64,0.0006942514183731018,0.9700470765245853
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",65,0.0006743263301943964,0.9707214028547797
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",66,0.000665687734705617,0.9713870905894854
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",67,0.0006331166642224593,0.9720202072537079
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",68,0.0006069407968298076,0.9726271480505376
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",69,0.000599356824772575,0.9732265048753101
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",70,0.0005795113207263902,0.9738060161960366
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",71,0.0005661777360969753,0.9743721939321336
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",72,0.000556091882346223,0.9749282858144798
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",73,0.0005319967328357956,0.9754602825473155
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",74,0.0005196456283870542,0.9759799281757026
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",75,0.000516752402761475,0.9764966805784641
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",76,0.0004947488460169222,0.976991429424481
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",77,0.0004818086763262764,0.9774732381008073
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",78,0.0004791704625814688,0.9779524085633888
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",79,0.0004602103304255603,0.9784126188938144
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",80,0.00044031012446778126,0.9788529290182821
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",81,0.00043284323173729816,0.9792857722500194
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",82,0.0004161687306724318,0.9797019409806919
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",83,0.0004072516419697372,0.9801091926226616
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",84,0.00039839103475769656,0.9805075836574193
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",85,0.0003946181638563179,0.9809022018212756
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",86,0.00037460599904751103,0.9812768078203231
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",87,0.0003720389761372276,0.9816488467964604
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",88,0.0003580511469969958,0.9820068979434573
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",89,0.0003465745855626797,0.9823534725290199
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",90,0.0003427650123223194,0.9826962375413423
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",91,0.0003370497904439762,0.9830332873317863
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",92,0.0003295026831619408,0.9833627900149482
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",93,0.00032471550250047173,0.9836875055174487
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",94,0.0003147432884943879,0.984002248805943
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",95,0.0003004642447478105,0.9843027130506908
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",96,0.000297473309787441,0.9846001863604783
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",97,0.00029465895584368843,0.984894845316322
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",98,0.00028613561088608073,0.9851809809272081
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",99,0.00027845820171603215,0.9854594391289241
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",100,0.0002772447014743962,0.9857366838303985
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",101,0.00026825641574539826,0.9860049402461438
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",102,0.0002673457143927277,0.9862722859605365
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",103,0.0002604404650391249,0.9865327264255757
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",104,0.00025091580706776656,0.9867836422326435
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",105,0.0002486704908337617,0.9870323127234772
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",106,0.00023895213035087797,0.9872712648538281
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",107,0.0002362492892947762,0.9875075141431229
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",108,0.00023362411884292073,0.9877411382619657
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",109,0.0002264617837628341,0.9879676000457286
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",110,0.00021772442268275648,0.9881853244684113
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",111,0.00021145998387695205,0.9883967844522883
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",112,0.0002108791302359902,0.9886076635825243
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",113,0.00020552811711707912,0.9888131916996413
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",114,0.00020115362395677481,0.9890143453235981
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",115,0.00019514572171555296,0.9892094910453136
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",116,0.00019125639789021362,0.9894007474432038
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",117,0.00018946218096242763,0.9895902096241662
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",118,0.00018294913224117527,0.9897731587564074
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",119,0.00017508692721236878,0.9899482456836197
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",120,0.00017153142682683906,0.9901197771104465
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",121,0.00016869247476813276,0.9902884695852147
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",122,0.00016690516877268868,0.9904553747539874
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",123,0.00016534888383741455,0.9906207236378248
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",124,0.00016333101325846782,0.9907840546510833
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",125,0.00015390540141137855,0.9909379600524947
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",126,0.00015116190178889274,0.9910891219542836
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",127,0.00014716452619474538,0.9912362864804783
1_Window_Selection,10k-1000k,500,128,1,"2,3,4,5",128,0.00014569182592772987,0.9913819783064061
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",1,0.49867141177732954,0.49867141177732954
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",2,0.1587053275310028,0.6573767393083323
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",3,0.03982711540332614,0.6972038547116585
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",4,0.03792954665382197,0.7351334013654804
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",5,0.023988773120655296,0.7591221744861357
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",6,0.017885595476418527,0.7770077699625543
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",7,0.01699709025136226,0.7940048602139166
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",8,0.01310052731381528,0.8071053875277319
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",9,0.011748827736424123,0.818854215264156
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",10,0.011116038870466126,0.8299702541346221
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",11,0.009160404466434666,0.8391306586010567
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",12,0.008451399407419555,0.8475820580084763
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",13,0.007617193697254661,0.855199251705731
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",14,0.007271664796823007,0.8624709165025539
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",15,0.006390348075974242,0.8688612645785282
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",16,0.006337385889414016,0.8751986504679422
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",17,0.006015098376852116,0.8812137488447943
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",18,0.005566182588822457,0.8867799314336168
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",19,0.004915983360772837,0.8916959147943896
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",20,0.004591260913197593,0.8962871757075872
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",21,0.004172198360118564,0.9004593740677058
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",22,0.003759309518025132,0.904218683585731
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",23,0.0034112016343699294,0.9076298852201009
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",24,0.0032765130668586254,0.9109063982869595
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",25,0.0031318583758984443,0.914038256662858
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",26,0.00287069557995611,0.9169089522428141
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",27,0.002812238974315778,0.9197211912171299
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",28,0.002629445545301231,0.9223506367624311
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",29,0.0025515179937196934,0.9249021547561508
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",30,0.0024574331339223547,0.9273595878900731
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",31,0.002356818300889822,0.929716406190963
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",32,0.002091270283183096,0.9318076764741461
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",33,0.002025517579328307,0.9338331940534744
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",34,0.002010226967879342,0.9358434210213538
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",35,0.0018666831197009924,0.9377101041410547
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",36,0.0017496218698572258,0.939459726010912
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",37,0.0017106364254226274,0.9411703624363346
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",38,0.0016221797326926427,0.9427925421690272
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",39,0.0015459611034626957,0.9443385032724899
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",40,0.0015261540678509619,0.9458646573403409
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",41,0.0014243070533762243,0.9472889643937171
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",42,0.0013609758276343176,0.9486499402213514
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",43,0.0013477413630279841,0.9499976815843794
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",44,0.0012892130201901768,0.9512868946045695
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",45,0.0012661258881615056,0.952553020492731
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",46,0.0012266319049008476,0.9537796523976318
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",47,0.0011393684916138228,0.9549190208892456
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",48,0.0010981635052616054,0.9560171843945072
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",49,0.0010494299691102692,0.9570666143636175
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",50,0.001010353522589259,0.9580769678862068
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",51,0.0009988889687165333,0.9590758568549234
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",52,0.0009618151230010719,0.9600376719779244
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",53,0.0009478907341905822,0.960985562712115
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",54,0.0009179760573877656,0.9619035387695027
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",55,0.0008909306392993463,0.9627944694088021
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",56,0.0008666231441089639,0.9636610925529111
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",57,0.0008611085492157399,0.9645222011021268
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",58,0.0008217374838605909,0.9653439385859874
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",59,0.0008056402724277148,0.9661495788584151
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",60,0.0007800197456709862,0.9669295986040861
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",61,0.0007513543543331164,0.9676809529584193
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",62,0.0007130413883446391,0.9683939943467639
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",63,0.0006991076612876479,0.9690931020080515
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",64,0.0006953042776829474,0.9697884062857345
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",65,0.0006780231376441394,0.9704664294233786
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",66,0.0006668895782646173,0.9711333190016432
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",67,0.0006416496591104661,0.9717749686607537
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",68,0.000607818055677127,0.9723827867164309
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",69,0.0006040638942926853,0.9729868506107235
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",70,0.0005773948712136244,0.9735642454819372
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",71,0.000566342767435015,0.9741305882493723
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",72,0.0005622113268825662,0.9746927995762549
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",73,0.0005411122143161959,0.9752339117905711
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",74,0.0005254703612411555,0.9757593821518122
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",75,0.0005222589540867342,0.976281641105899
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",76,0.0004965369109031243,0.9767781780168021
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",77,0.0004843641061152349,0.9772625421229173
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",78,0.00047670781865409345,0.9777392499415714
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",79,0.0004580137072241654,0.9781972636487956
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",80,0.000440682939849518,0.9786379465886451
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",81,0.00043016908941912813,0.9790681156780643
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",82,0.00042283775865547516,0.9794909534367198
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",83,0.0004141898420967322,0.9799051432788165
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",84,0.00040418847759664294,0.9803093317564131
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",85,0.00039383685786245507,0.9807031686142755
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",86,0.00037641494160895887,0.9810795835558845
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",87,0.0003700813692592624,0.9814496649251438
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",88,0.00036120170559824174,0.9818108666307421
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",89,0.00035167697241481684,0.9821625436031569
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",90,0.0003421761752518899,0.9825047197784088
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",91,0.0003372542449497575,0.9828419740233586
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",92,0.00033236884443492095,0.9831743428677935
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",93,0.0003248431760711873,0.9834991860438647
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",94,0.00031890025064496783,0.9838180862945096
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",95,0.0003058706685059766,0.9841239569630156
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",96,0.00029857463596485523,0.9844225315989804
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",97,0.00029600783418191304,0.9847185394331623
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",98,0.00028691805334244536,0.9850054574865048
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",99,0.00028331104196226717,0.985288768528467
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",100,0.000277842404448305,0.9855666109329153
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",101,0.00027063578185096193,0.9858372467147662
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",102,0.0002687647982701717,0.9861060115130365
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",103,0.00026084316473312045,0.9863668546777695
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",104,0.00025178193743318454,0.9866186366152027
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",105,0.0002473945083365718,0.9868660311235392
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",106,0.00024186885623440793,0.9871078999797737
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",107,0.00023792244295581957,0.9873458224227295
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",108,0.00023595614485717208,0.9875817785675867
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",109,0.00022701576768204042,0.9878087943352687
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",110,0.0002223275496059848,0.9880311218848746
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",111,0.00021315240910566393,0.9882442742939803
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",112,0.00021155633683542233,0.9884558306308158
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",113,0.00020704141374585364,0.9886628720445616
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",114,0.0002041301873491931,0.9888670022319108
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",115,0.00019940203834561572,0.9890664042702564
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",116,0.00019333982814650152,0.9892597440984029
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",117,0.0001896028096286444,0.9894493469080315
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",118,0.00018444124737949607,0.989633788155411
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",119,0.00017640156951213376,0.9898101897249232
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",120,0.0001756941736903988,0.9899858838986135
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",121,0.00017047954051955673,0.990156363439133
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",122,0.0001688893511567931,0.9903252527902898
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",123,0.00016792979061958704,0.9904931825809095
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",124,0.00016316278924747324,0.9906563453701569
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",125,0.00015376998626637678,0.9908101153564233
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",126,0.0001514436253863278,0.9909615589818096
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",127,0.0001462326415104168,0.99110779162332
1_Window_Selection,10k-1000k,500,128,2,"1,3,4,5",128,0.00014514547140494606,0.991252937094725
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",1,0.4990332649006215,0.4990332649006215
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",2,0.1581851420770498,0.6572184069776713
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",3,0.03990276873057932,0.6971211757082506
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",4,0.03799857418468861,0.7351197498929393
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",5,0.0240160222820894,0.7591357721750287
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",6,0.017892082676946076,0.7770278548519748
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",7,0.016978579987235145,0.79400643483921
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",8,0.013049444976233067,0.807055879815443
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",9,0.01175942591427182,0.8188153057297148
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",10,0.01109880266950319,0.829914108399218
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",11,0.009157064905282307,0.8390711733045003
1_Window_Selection,10k-1000k,500,128,3,"1,2,4,5",12,0.0084460985626841,0.8475172718671844
