Scenario,Cohort_Protocol,ID_Bits,Fold,Training_Indices,Authentication_Index,PCA_Training_Devices,Template_Devices,Enrollment_Rows,PCA_Training_Rows,Fit_Seconds,Mean_Transform_Milliseconds,Directed_Impostor_Comparisons,Variance_Explained_By_ID_Components,Intra_Mean,Intra_Mean_Normalized,Intra_Std_Normalized,Intra_Std,Intra_Min,Intra_Q05,Intra_Median,Intra_Q95,Intra_Max,Intra_Count,Inter_Mean,Inter_Mean_Normalized,Inter_Std_Normalized,Inter_Std,Inter_Min,Inter_Q05,Inter_Median,Inter_Q95,Inter_Max,Inter_Count,Fixed_Threshold,FAR_At_Fixed_Threshold,FRR_At_Fixed_Threshold,Descriptive_EER_Threshold,Descriptive_EER,Minimum_Balanced_Error_Threshold,Minimum_Balanced_Error,Empirical_Overlap_Coefficient,Separation_Score,D_Prime
Multi-sweep,enrolled_cohort,64,test_2,"1,3,4,5",2,295,295,1180,1180,1.6008330999757163,0.6926827099158476,86730,0.9847200514780182,1.1084745762711865,0.01731991525423729,0.022773123471075463,1.4574799021488296,0.0,0.0,1.0,3.0,13.0,295,32.07872708405396,0.5012301106883431,0.060626657482507375,3.880106078880472,15.0,26.0,32.0,38.0,48.0,86730,8,0.0,0.006779661016949152,13,0.0,13,0.0,0.0,30.970252507782774,10.567076529154297
Multi-sweep,enrolled_cohort,64,test_3,"1,2,4,5",3,295,295,1180,1180,1.6309158999938518,0.6417254268160184,86730,0.9847123006650716,0.9491525423728814,0.014830508474576272,0.018591603663519467,1.1898626344652459,0.0,0.0,1.0,3.0,8.0,295,32.077274299550325,0.5012074109304738,0.06060180358922742,3.878515429710555,14.0,26.0,32.0,38.0,48.0,86730,8,0.0,0.0,8,0.0,8,0.0,0.0,31.128121757177443,10.851024476100024
Multi-sweep,enrolled_cohort,64,test_4,"1,2,3,5",4,295,295,1180,1180,1.7656677999766544,0.6622952570886178,86730,0.984718351150984,1.0915254237288134,0.01705508474576271,0.01846367652332817,1.181675297493003,0.0,0.0,1.0,3.0,6.0,295,32.08043352934394,0.5012567738959991,0.06058941834945528,3.877722774365138,14.0,26.0,32.0,38.0,50.0,86730,8,0.0,0.0,6,0.0,6,0.0,0.0,30.988908105615128,10.81089500420795
Multi-sweep,enrolled_cohort,64,test_5,"1,2,3,4",5,295,295,1180,1180,1.9499683000030927,0.6230454228944697,86730,0.984718625920799,1.3728813559322033,0.021451271186440676,0.020998423482960455,1.3438991029094691,0.0,0.0,1.0,4.0,8.0,295,32.08124063184596,0.5012693848725931,0.06065954818031604,3.8822110835402266,12.0,26.0,32.0,38.0,49.0,86730,8,0.0,0.0,8,0.0,8,0.0,0.0,30.708359275913754,10.570996027039115
Single-sweep,heldout_sensor_cohort,64,enroll_1_test_2,1,2,265,30,30,265,1.7643405999988317,0.6058066714710245,870,0.9855020619215153,1.4,0.021875,0.02232450717685959,1.4287684593190138,0.0,0.0,1.0,4.549999999999997,5.0,30,31.567816091954022,0.4932471264367816,0.06603967764659659,4.2265393693821816,17.0,24.0,32.0,38.0,43.0,870,8,0.0,0.0,5,0.0,5,0.0,0.0,30.167816091954023,9.562635943517485
Single-sweep,heldout_sensor_cohort,64,enroll_1_test_3,1,3,265,30,30,265,1.1591725000180304,0.7325666607357562,870,0.9855020619215153,1.7666666666666666,0.027604166666666666,0.02451143477290623,1.5687318254659988,0.0,0.0,1.0,5.0,5.0,30,31.617241379310343,0.4940193965517241,0.0666116051575587,4.263142730083757,18.0,24.0,32.0,38.0,44.0,870,8,0.0,0.0,5,0.0,5,0.0,0.0,29.850574712643677,9.293134946900825
Single-sweep,heldout_sensor_cohort,64,enroll_1_test_4,1,4,265,30,30,265,1.4532764000468887,0.5462033305472384,870,0.9855020619215153,2.1666666666666665,0.033854166666666664,0.030176422404075597,1.9312910338608382,0.0,0.0,2.0,5.549999999999997,8.0,30,31.55977011494253,0.49312140804597704,0.06587119544545464,4.215756508509097,17.0,24.0,32.0,38.0,42.0,870,8,0.0,0.0,8,0.0,8,0.0,0.0,29.393103448275863,8.9642938445221
Single-sweep,heldout_sensor_cohort,64,enroll_1_test_5,1,5,265,30,30,265,1.6898295999853872,0.6049166646941254,870,0.9855020619215153,2.1333333333333333,0.03333333333333333,0.03250013815178418,2.0800088417141875,0.0,0.0,2.0,5.549999999999997,10.0,30,31.597701149425287,0.4937140804597701,0.06631497971670247,4.244158701868958,16.0,24.0,32.0,38.0,44.0,870,8,0.0,0.03333333333333333,10,0.0,10,0.0,0.0,29.464367816091954,8.816113076573146
Single-sweep,heldout_sensor_cohort,64,enroll_2_test_1,2,1,265,30,30,265,1.8265295999590307,0.5443900008685887,870,0.9856122571164887,1.6,0.025,0.023066386575603306,1.4762487408386116,0.0,0.0,1.5,3.549999999999997,7.0,30,31.480459770114944,0.491882183908046,0.06737823548384639,4.312207070966169,20.0,24.0,32.0,38.0,43.0,870,8,0.0,0.0,7,0.0,7,0.0,0.0,29.880459770114943,9.271235417159119
Single-sweep,heldout_sensor_cohort,64,enroll_2_test_3,2,3,265,30,30,265,1.381646699970588,0.7560666747546444,870,0.9856122571164887,1.1,0.0171875,0.01607645224576445,1.0288929437289247,0.0,0.0,1.0,3.0999999999999943,4.0,30,31.417241379310344,0.4908943965517241,0.06805939544594429,4.355801308540435,19.0,24.0,32.0,38.0,43.0,870,8,0.0,0.0,4,0.0,4,0.0,0.0,30.317241379310342,9.57958247297255
Single-sweep,heldout_sensor_cohort,64,enroll_2_test_4,2,4,265,30,30,265,1.1515736000146717,1.1977533460594714,870,0.9856122571164887,1.5666666666666667,0.024479166666666666,0.02079513380093647,1.330888563259934,0.0,0.0,1.0,3.0,6.0,30,31.4816091954023,0.49190014367816093,0.06751993400500568,4.3212757763203635,19.0,24.0,32.0,38.0,43.0,870,8,0.0,0.0,6,0.0,6,0.0,0.0,29.914942528735633,9.35648917660489
Single-sweep,heldout_sensor_cohort,64,enroll_2_test_5,2,5,265,30,30,265,1.1300869000260718,0.6758466634588937,870,0.9856122571164887,1.7333333333333334,0.027083333333333334,0.02560335152270894,1.638614497453372,0.0,0.0,2.0,4.549999999999997,7.0,30,31.47816091954023,0.4918462643678161,0.06783103442267874,4.341186203051439,19.0,24.0,32.0,38.0,43.0,870,8,0.0,0.0,7,0.0,7,0.0,0.0,29.744827586206895,9.06556353365384
Single-sweep,heldout_sensor_cohort,64,enroll_3_test_1,3,1,265,30,30,265,1.8067962999921292,0.6685600033961236,870,0.9856343382802717,2.066666666666667,0.03229166666666667,0.023187725585233493,1.4840144374549435,0.0,0.0,2.0,4.0,6.0,30,31.595402298850576,0.49367816091954025,0.06541579724441583,4.186611023642613,17.0,25.0,32.0,38.0,43.0,870,8,0.0,0.0,6,0.0,6,0.0,0.0,29.52873563218391,9.401479186914337
Single-sweep,heldout_sensor_cohort,64,enroll_3_test_2,3,2,265,30,30,265,1.280571700015571,1.2839100071384262,870,0.9856343382802717,1.4,0.021875,0.013975424859373685,0.8944271909999159,0.0,0.0,1.0,3.0,4.0,30,31.664367816091954,0.4947557471264368,0.06551538919404992,4.192984908419195,18.0,25.0,32.0,38.0,45.0,870,8,0.0,0.0,4,0.0,4,0.0,0.0,30.264367816091955,9.982988947815494
Single-sweep,heldout_sensor_cohort,64,enroll_3_test_4,3,4,265,30,30,265,1.254693099996075,1.061273335168759,870,0.9856343382802717,0.8666666666666667,0.013541666666666667,0.014055513909650113,0.8995528902176072,0.0,0.0,1.0,2.549999999999997,3.0,30,31.664367816091954,0.4947557471264368,0.06606200095656181,4.227968061219956,18.0,25.0,32.0,38.0,44.0,870,8,0.0,0.0,3,0.0,3,0.0,0.0,30.797701149425286,10.075991695563054
Single-sweep,heldout_sensor_cohort,64,enroll_3_test_5,3,5,265,30,30,265,1.4294535999651998,0.8601266619128486,870,0.9856343382802717,1.2333333333333334,0.019270833333333334,0.0127687524087012,0.8172001541568767,0.0,0.0,1.0,2.0,3.0,30,31.631034482758622,0.49423491379310347,0.06610571880574745,4.230766003567837,18.0,24.450000000000003,32.0,38.0,44.0,870,8,0.0,0.0,3,0.0,3,0.0,0.0,30.397701149425288,9.976600121528909
Single-sweep,heldout_sensor_cohort,64,enroll_4_test_1,4,1,265,30,30,265,1.3467503999709152,0.8848866680637002,870,0.9856236451117971,2.433333333333333,0.03802083333333333,0.03449804909734735,2.2078751422302303,0.0,0.0,2.0,6.099999999999994,9.0,30,31.497701149425286,0.4921515804597701,0.0644986969850977,4.127916607046253,19.0,25.0,32.0,38.0,42.0,870,8,0.0,0.03333333333333333,9,0.0,9,0.0,0.0,29.064367816091952,8.780333376076646
Single-sweep,heldout_sensor_cohort,64,enroll_4_test_2,4,2,265,30,30,265,1.196521500009112,0.5828799990316232,870,0.9856236451117971,1.5333333333333334,0.023958333333333335,0.022374731103502073,1.4319827906241327,0.0,0.0,1.0,4.549999999999997,5.0,30,31.517241379310345,0.49245689655172414,0.06460694825701643,4.134844688449052,19.0,25.0,32.0,38.0,44.0,870,8,0.0,0.0,5,0.0,5,0.0,0.0,29.98390804597701,9.690518665906788
Single-sweep,heldout_sensor_cohort,64,enroll_4_test_3,4,3,265,30,30,265,1.4651646999991499,0.5224666655218849,870,0.9856236451117971,1.2333333333333334,0.019270833333333334,0.01625006907589209,1.0400044208570938,0.0,0.0,1.0,3.0,4.0,30,31.51609195402299,0.4924389367816092,0.06510949403160214,4.167007618022537,19.0,25.0,32.0,38.0,43.0,870,8,0.0,0.0,4,0.0,4,0.0,0.0,30.282758620689656,9.971591770140742
Single-sweep,heldout_sensor_cohort,64,enroll_4_test_5,4,5,265,30,30,265,1.5090163999702781,0.6084500055294484,870,0.9856236451117971,1.3333333333333333,0.020833333333333332,0.017569392387062642,1.124441112772009,0.0,0.0,1.0,3.0,4.0,30,31.52413793103448,0.49256465517241377,0.06565460347161953,4.20189462218365,19.0,24.0,32.0,38.0,44.0,870,8,0.0,0.0,4,0.0,4,0.0,0.0,30.19080459770115,9.8158030080282
Single-sweep,heldout_sensor_cohort,64,enroll_5_test_1,5,1,265,30,30,265,1.8809241999988444,0.8813066602063676,870,0.9856121328017744,2.2666666666666666,0.035416666666666666,0.030961310209438122,1.9815238534040398,0.0,0.0,2.0,6.6499999999999915,8.0,30,31.71034482758621,0.4954741379310345,0.06353653320877989,4.066338125361913,19.0,25.0,32.0,38.0,43.0,870,8,0.0,0.0,8,0.0,8,0.0,0.0,29.443678160919543,9.20529846841863
Single-sweep,heldout_sensor_cohort,64,enroll_5_test_2,5,2,265,30,30,265,1.5886289000045508,0.6786066670125971,870,0.9856121328017744,1.6333333333333333,0.025520833333333333,0.024095760897865963,1.5421286974634216,0.0,0.0,1.0,3.0,8.0,30,31.764367816091955,0.4963182471264368,0.06312772594077219,4.04017446020942,17.0,25.0,32.0,38.0,47.0,870,8,0.0,0.0,8,0.0,8,0.0,0.0,30.131034482758622,9.853593556320252
Single-sweep,heldout_sensor_cohort,64,enroll_5_test_3,5,3,265,30,30,265,1.304791699978523,1.0127066673400502,870,0.9856121328017744,1.3,0.0203125,0.021770841926523083,1.3933338832974773,0.0,0.0,1.0,3.0999999999999943,7.0,30,31.764367816091955,0.4963182471264368,0.06398089007527,4.09477696481728,16.0,25.0,32.0,38.0,44.0,870,8,0.0,0.0,7,0.0,7,0.0,0.0,30.464367816091954,9.96062940573681
Single-sweep,heldout_sensor_cohort,64,enroll_5_test_4,5,4,265,30,30,265,1.0556171999778599,0.4770699985480557,870,0.9856121328017744,1.3,0.0203125,0.010972082029028225,0.7022132498578064,0.0,0.0,1.0,2.0,2.0,30,31.78965517241379,0.4967133620689655,0.06314955475818965,4.041571504524137,18.0,25.0,32.0,38.0,44.0,870,8,0.0,0.0,2,0.0,2,0.0,0.0,30.48965517241379,10.511361054298074
Multi-sweep,heldout_sensor_cohort,64,test_1,"2,3,4,5",1,265,30,120,1060,1.472964399959892,0.4916933384568741,870,0.9854644118510204,2.0,0.03125,0.027218385647230794,1.7419766814227708,0.0,0.0,2.0,5.0,7.0,30,31.388505747126437,0.4904454022988506,0.06587182049378879,4.215796511602482,18.0,24.0,31.0,38.0,47.0,870,8,0.0,0.0,7,0.0,7,0.0,0.0,29.388505747126437,9.11136311506291
Multi-sweep,heldout_sensor_cohort,64,test_2,"1,3,4,5",2,265,30,120,1060,2.655299100035336,0.5445099940213064,870,0.9854085237796854,1.0333333333333334,0.016145833333333335,0.018571044948750344,1.188546876720022,0.0,0.0,1.0,3.0,5.0,30,31.54597701149425,0.4929058908045977,0.06639217811783042,4.249099399541147,18.0,24.0,32.0,38.0,43.0,870,8,0.0,0.0,5,0.0,5,0.0,0.0,30.512643678160916,9.780022681425125
Multi-sweep,heldout_sensor_cohort,64,test_3,"1,2,4,5",3,265,30,120,1060,1.4798208000138402,0.5638266622554511,870,0.9853965875532827,0.8,0.0125,0.014449301975742875,0.924755326447544,0.0,0.0,1.0,3.0,3.0,30,31.482758620689655,0.49191810344827586,0.06692655159390522,4.283299302009934,17.0,24.0,32.0,38.0,44.0,870,8,0.0,0.0,3,0.0,3,0.0,0.0,30.682758620689654,9.902347070977935
Multi-sweep,heldout_sensor_cohort,64,test_4,"1,2,3,5",4,265,30,120,1060,1.672017099976074,0.5527333278829852,870,0.9854006753934628,1.2,0.01875,0.018533229709046282,1.186126701378962,0.0,0.0,1.0,3.0999999999999943,5.0,30,31.551724137931036,0.49299568965517243,0.06594106363871159,4.220228072877542,17.0,24.0,32.0,38.0,45.0,870,8,0.0,0.0,5,0.0,5,0.0,0.0,30.351724137931036,9.79158652020268
Multi-sweep,heldout_sensor_cohort,64,test_5,"1,2,3,4",5,265,30,120,1060,1.8253290000138804,0.6252466681568573,870,0.985406719535997,1.1,0.0171875,0.013824007337936072,0.8847364696279086,0.0,0.0,1.0,2.549999999999997,3.0,30,31.368965517241378,0.49014008620689653,0.06550373849667583,4.192239263787253,15.0,24.0,32.0,38.0,43.0,870,8,0.0,0.0,3,0.0,3,0.0,0.0,30.268965517241377,9.990892499384785
