Stage,Window,N_Points,ID_Bits,Authentication_Index,Training_Indices,PC,Explained_Variance_Ratio,Cumulative_Explained_Variance
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",38,0.0002273149746225916,0.9980575375137383
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",39,0.00019182986708800705,0.9982493673808263
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",40,0.00017311867664395651,0.9984224860574702
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",41,0.00016414757021421033,0.9985866336276844
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",42,0.00014044854167204982,0.9987270821693565
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",43,0.00013238973414560204,0.9988594719035021
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",44,0.00011158428220509346,0.9989710561857073
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",45,8.832931920709691e-05,0.9990593855049144
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",46,8.187331348218969e-05,0.9991412588183965
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",47,7.686723793582264e-05,0.9992181260563324
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",48,5.762284953010224e-05,0.9992757489058626
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",49,5.4896182471403924e-05,0.999330645088334
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",50,4.35081258408787e-05,0.9993741532141749
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",51,4.148559530189228e-05,0.9994156388094768
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",52,3.914873002064072e-05,0.9994547875394975
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",53,3.131447563914739e-05,0.9994861020151367
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",54,2.676072576181923e-05,0.9995128627408985
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",55,2.4814472233889847e-05,0.9995376772131324
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",56,2.3462787180580492e-05,0.9995611400003129
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",57,2.197227969094867e-05,0.9995831122800038
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",58,2.1648251955578783e-05,0.9996047605319595
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",59,2.0419197323459824e-05,0.9996251797292829
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",60,1.9471555021383264e-05,0.9996446512843042
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",61,1.789346573764212e-05,0.9996625447500419
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",62,1.6654525631826124e-05,0.9996791992756737
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",63,1.6062356065087055e-05,0.9996952616317388
1_Window_Selection,60k-100k,500,64,2,"1,3,4,5",64,1.551564835275023e-05,0.9997107772800916
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",1,0.349870662429626,0.349870662429626
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",2,0.14485802427527664,0.49472868670490266
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",3,0.11674179206085665,0.6114704787657593
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",4,0.05881143461537366,0.670281913381133
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",5,0.04569342227845988,0.7159753356595928
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",6,0.04351383437430971,0.7594891700339025
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",7,0.03749350850236672,0.7969826785362693
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",8,0.031941307800392595,0.8289239863366619
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",9,0.023867775090175732,0.8527917614268375
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",10,0.021669187527113706,0.8744609489539512
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",11,0.018261656349482003,0.8927226053034332
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",12,0.01592896390740828,0.9086515692108414
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",13,0.01426511743042595,0.9229166866412674
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",14,0.012239152072220906,0.9351558387134883
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",15,0.009077105730973851,0.9442329444444622
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",16,0.008137731906391487,0.9523706763508536
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",17,0.006617886186825338,0.958988562537679
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",18,0.005649048547571193,0.9646376110852501
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",19,0.005004885538326858,0.969642496623577
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",20,0.004468655038097353,0.9741111516616744
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",21,0.0042982622524258335,0.9784094139141002
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",22,0.0037573517627361927,0.9821667656768364
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",23,0.002729100446108284,0.9848958661229447
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",24,0.0020106070683957363,0.9869064731913404
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",25,0.0017630348223631393,0.9886695080137036
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",26,0.0015372848824628936,0.9902067928961664
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",27,0.0014481409299615558,0.991654933826128
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",28,0.0009480439414902265,0.9926029777676182
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",29,0.0009280026001429928,0.9935309803677612
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",30,0.0008122579073301809,0.9943432382750914
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",31,0.0007793535076956047,0.9951225917827871
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",32,0.0007167822090673615,0.9958393739918544
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",33,0.0005176660488483192,0.9963570400407027
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",34,0.0004507798804673977,0.9968078199211701
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",35,0.0003999184530549135,0.9972077383742249
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",36,0.00031810739404436727,0.9975258457682693
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",37,0.00029592956678510865,0.9978217753350545
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",38,0.00022749088520532325,0.9980492662202598
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",39,0.0001919329964961638,0.9982411992167559
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",40,0.00017462508957196785,0.9984158243063279
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",41,0.00016536392195651297,0.9985811882282845
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",42,0.00014185533507443904,0.998723043563359
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",43,0.00013187166653728097,0.9988549152298962
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",44,0.0001141282072752902,0.9989690434371715
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",45,8.776616617906106e-05,0.9990568096033506
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",46,8.199655873968452e-05,0.9991388061620903
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",47,7.747629562993538e-05,0.9992162824577202
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",48,5.825516744186278e-05,0.999274537625162
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",49,5.5999079797803684e-05,0.9993305367049599
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",50,4.327680405513584e-05,0.999373813509015
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",51,4.164933017567079e-05,0.9994154628391907
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",52,3.951862362100322e-05,0.9994549814628116
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",53,3.157907313282377e-05,0.9994865605359444
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",54,2.821108462132179e-05,0.9995147716205658
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",55,2.5170303234594516e-05,0.9995399419238004
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",56,2.308974381205293e-05,0.9995630316676124
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",57,2.1932063827909374e-05,0.9995849637314403
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",58,2.1478517361702988e-05,0.999606442248802
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",59,2.029288307956571e-05,0.9996267351318816
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",60,1.9081981431076815e-05,0.9996458171133127
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",61,1.7429171488367657e-05,0.9996632462848011
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",62,1.6820937893259426e-05,0.9996800672226943
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",63,1.58709934157262e-05,0.99969593821611
1_Window_Selection,60k-100k,500,64,3,"1,2,4,5",64,1.4998635137728087e-05,0.9997109368512478
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",1,0.34993534207083765,0.34993534207083765
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",2,0.14489423453306957,0.49482957660390725
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",3,0.11666683205889064,0.6114964086627979
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",4,0.05877991602420575,0.6702763246870036
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",5,0.045585789779540684,0.7158621144665442
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",6,0.04355613317843995,0.7594182476449842
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",7,0.037475127370067154,0.7968933750150514
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",8,0.03198519010186968,0.8288785651169212
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",9,0.023858715879388957,0.8527372809963101
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",10,0.021697965711366063,0.8744352467076761
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",11,0.018265131538781024,0.8927003782464572
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",12,0.015940018352068885,0.9086403965985261
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",13,0.014290290969221062,0.9229306875677472
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",14,0.012277128243101546,0.9352078158108488
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",15,0.009064949770398158,0.944272765581247
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",16,0.008128512964051801,0.9524012785452988
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",17,0.006620316896227128,0.9590215954415259
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",18,0.005649654857596764,0.9646712502991226
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",19,0.004999718374644917,0.9696709686737676
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",20,0.0044655590895448455,0.9741365277633124
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",21,0.004302720021793572,0.9784392477851059
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",22,0.003756107528606265,0.9821953553137122
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",23,0.0027246128883895854,0.9849199682021017
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",24,0.002012829951606072,0.9869327981537078
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",25,0.0017573778144455107,0.9886901759681533
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",26,0.0015338510489288268,0.9902240270170821
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",27,0.0014451445918244837,0.9916691716089066
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",28,0.0009464069144382121,0.9926155785233448
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",29,0.0009276130268727862,0.9935431915502176
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",30,0.0008133446733820334,0.9943565362235997
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",31,0.0007788736912693957,0.995135409914869
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",32,0.0007114891639875325,0.9958468990788566
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",33,0.0005150306814573078,0.9963619297603139
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",34,0.00045179855412576367,0.9968137283144397
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",35,0.0004006735509547303,0.9972144018653945
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",36,0.00031927355605414096,0.9975336754214486
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",37,0.0002938159109559614,0.9978274913324046
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",38,0.0002280413384055204,0.99805553267081
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",39,0.00019032380867327656,0.9982458564794833
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",40,0.00017440960275779638,0.9984202660822411
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",41,0.00016551841025847958,0.9985857844924996
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",42,0.00014367470975651018,0.9987294592022561
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",43,0.00013033062834237778,0.9988597898305984
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",44,0.00011355683115170961,0.9989733466617501
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",45,8.769099270052169e-05,0.9990610376544506
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",46,8.12355057940897e-05,0.9991422731602447
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",47,7.712990992700599e-05,0.9992194030701718
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",48,5.8106423553871096e-05,0.9992775094937256
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",49,5.462527449964284e-05,0.9993321347682252
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",50,4.395227208257572e-05,0.9993760870403078
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",51,4.066646404882622e-05,0.9994167535043567
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",52,3.8979180886710023e-05,0.9994557326852433
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",53,3.223210818018939e-05,0.9994879647934235
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",54,2.6965846008974918e-05,0.9995149306394324
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",55,2.463303044899284e-05,0.9995395636698814
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",56,2.2715798105959026e-05,0.9995622794679874
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",57,2.227269730537048e-05,0.9995845521652927
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",58,2.1248219257687626e-05,0.9996058003845504
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",59,2.0507316838510413e-05,0.9996263077013889
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",60,1.8913137164964218e-05,0.9996452208385539
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",61,1.7870173885067928e-05,0.999663091012439
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",62,1.643153097447931e-05,0.9996795225434135
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",63,1.5981889666190878e-05,0.9996955044330798
1_Window_Selection,60k-100k,500,64,4,"1,2,3,5",64,1.563797582359244e-05,0.9997111424089034
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",1,0.3499166433406807,0.3499166433406807
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",2,0.14490776004161166,0.49482440338229233
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",3,0.11660448943132447,0.6114288928136168
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",4,0.05882707621747856,0.6702559690310953
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",5,0.04557935992120051,0.7158353289522958
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",6,0.0435789667568036,0.7594142957090995
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",7,0.03744328661613026,0.7968575823252297
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",8,0.031956223083624655,0.8288138054088544
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",9,0.023836746062894234,0.8526505514717486
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",10,0.021723993133877958,0.8743745446056266
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",11,0.01827032678612078,0.8926448713917473
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",12,0.015926410825644083,0.9085712822173914
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",13,0.014294104491145118,0.9228653867085365
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",14,0.012316299001627706,0.9351816857101641
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",15,0.00909998502693998,0.9442816707371041
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",16,0.00809613293929986,0.952377803676404
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",17,0.006636544849050623,0.9590143485254546
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",18,0.005651149368747332,0.964665497894202
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",19,0.005000026189770387,0.9696655240839723
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",20,0.004484074951362233,0.9741495990353346
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",21,0.004287782869961058,0.9784373819052956
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",22,0.0037603499204629438,0.9821977318257585
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",23,0.0027246525773451493,0.9849223844031036
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",24,0.002013813352931707,0.9869361977560354
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",25,0.0017638053059679617,0.9887000030620033
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",26,0.0015367659580533114,0.9902367690200566
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",27,0.0014435339523938817,0.9916803029724505
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",28,0.0009422480122377048,0.9926225509846882
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",29,0.0009254174649367233,0.9935479684496249
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",30,0.000816053034386625,0.9943640214840115
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",31,0.0007739886904335882,0.995138010174445
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",32,0.0007104972315080687,0.9958485074059531
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",33,0.0005155861121047471,0.9963640935180579
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",34,0.00045074913756033315,0.9968148426556183
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",35,0.00040011738513929477,0.9972149600407576
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",36,0.00031825601122460224,0.9975332160519822
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",37,0.0002914287242528475,0.997824644776235
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",38,0.00022693221730178898,0.9980515769935367
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",39,0.00019088859983691758,0.9982424655933737
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",40,0.00017468175308641703,0.9984171473464601
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",41,0.00016526130643523712,0.9985824086528954
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",42,0.00014451425159044302,0.9987269229044858
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",43,0.00013036560830754191,0.9988572885127934
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",44,0.00011406718752562693,0.998971355700319
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",45,8.926933487414468e-05,0.9990606250351932
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",46,8.262199887520744e-05,0.9991432470340684
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",47,7.663081822447039e-05,0.9992198778522929
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",48,5.84457220502781e-05,0.9992783235743432
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",49,5.4012555551989405e-05,0.9993323361298952
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",50,4.3309646852325835e-05,0.9993756457767475
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",51,4.0467480483033186e-05,0.9994161132572306
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",52,3.887064748199816e-05,0.9994549839047125
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",53,3.201792990020349e-05,0.9994870018346127
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",54,2.7278463025281093e-05,0.999514280297638
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",55,2.4561555742844753e-05,0.9995388418533808
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",56,2.3189069829413015e-05,0.9995620309232103
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",57,2.211025941673075e-05,0.9995841411826271
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",58,2.110583408332543e-05,0.9996052470167104
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",59,2.0887608626259825e-05,0.9996261346253367
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",60,1.9115321125224433e-05,0.9996452499464619
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",61,1.7896164734947874e-05,0.9996631461111968
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",62,1.646165968527801e-05,0.999679607770882
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",63,1.6381697726387884e-05,0.9996959894686085
1_Window_Selection,60k-100k,500,64,5,"1,2,3,4",64,1.4755432988702943e-05,0.9997107449015972
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",1,0.37704087532032243,0.37704087532032243
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",2,0.23267499418945936,0.6097158695097817
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",3,0.1142346796912389,0.7239505492010206
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",4,0.07497733298501782,0.7989278821860385
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",5,0.06099153400482378,0.8599194161908623
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",6,0.04248407466842955,0.9024034908592918
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",7,0.028595299271022667,0.9309987901303145
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",8,0.02007326927560907,0.9510720594059235
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",9,0.017274299015774965,0.9683463584216985
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",10,0.01070297295543052,0.979049331377129
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",11,0.006106566719707973,0.985155898096837
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",12,0.004205546909414474,0.9893614450062514
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",13,0.0030518891493563215,0.9924133341556077
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",14,0.0018610619898547184,0.9942743961454624
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",15,0.0016252715122571828,0.9958996676577196
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",16,0.001186430171064865,0.9970860978287845
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",17,0.0007369095518115155,0.997823007380596
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",18,0.0005803493432982081,0.9984033567238942
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",19,0.0004907089603791241,0.9988940656842734
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",20,0.0002498469576323214,0.9991439126419057
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",21,0.00019621590223786923,0.9993401285441436
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",22,0.000156183451708596,0.9994963119958522
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",23,8.792382610755323e-05,0.9995842358219598
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",24,8.240033203714761e-05,0.9996666361539969
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",25,6.0306312428147875e-05,0.999726942466425
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",26,3.436390518561248e-05,0.9997613063716106
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",27,2.844028091597523e-05,0.9997897466525266
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",28,2.616255434373174e-05,0.9998159092068704
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",29,1.4511170131840367e-05,0.9998304203770022
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",30,1.2295207984245476e-05,0.9998427155849865
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",31,9.579249003161812e-06,0.9998522948339896
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",32,8.685499921746858e-06,0.9998609803339114
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",33,7.676965613122977e-06,0.9998686572995245
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",34,6.256704065495033e-06,0.99987491400359
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",35,5.93706936857827e-06,0.9998808510729585
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",36,5.522124506639937e-06,0.9998863731974652
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",37,5.38505101596419e-06,0.9998917582484812
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",38,4.913325035783283e-06,0.999896671573517
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",39,4.810847746189135e-06,0.9999014824212632
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",40,4.407849746484537e-06,0.9999058902710097
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",41,4.252697144071361e-06,0.9999101429681538
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",42,4.048286877814892e-06,0.9999141912550317
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",43,3.8093929553210397e-06,0.999918000647987
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",44,3.598998824779224e-06,0.9999215996468117
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",45,3.504358485502794e-06,0.9999251040052972
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",46,3.4037938601335924e-06,0.9999285077991573
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",47,3.011946545444248e-06,0.9999315197457027
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",48,2.956225051216822e-06,0.9999344759707539
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",49,2.8332814576583797e-06,0.9999373092522116
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",50,2.685278188720525e-06,0.9999399945304003
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",51,2.662850852634009e-06,0.9999426573812529
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",52,2.595295680737059e-06,0.9999452526769336
1_Window_Selection,80k-95k,500,64,1,"2,3,4,5",53,2.360185014816719e-06,0.9999476128619484
