Scenario,Cohort_Protocol,ID_Bits,Fold,Bit_Block,Block_Bits,Intra_Mean,Intra_Mean_Normalized,Intra_Std,Intra_Min,Intra_Max,Inter_Mean,Inter_Mean_Normalized,Inter_Std,Inter_Min,Inter_Max,D_Prime
Single-sweep,heldout_sensor_cohort,128,enroll_2_test_5,65-128,64,2.5,0.0390625,1.2798167972341818,1.0,5.0,31.78965517241379,0.4967133620689655,4.395900760288587,19.0,45.0,9.047200145280291
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_1,1-64,64,1.8666666666666667,0.029166666666666667,1.4319827906241327,0.0,5.0,31.627586206896552,0.49418103448275863,4.224338752434707,18.0,43.0,9.435886004567175
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_1,65-128,64,3.1,0.0484375,1.6049492418657725,1.0,8.0,31.603448275862068,0.4938038793103448,4.460050216601353,19.0,45.0,8.504152960862799
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_2,1-64,64,1.1,0.0171875,0.9228890171255885,0.0,4.0,31.6816091954023,0.4950251436781609,4.214174905575588,17.0,46.0,10.025142262475887
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_2,65-128,64,2.3666666666666667,0.03697916666666667,1.7317189652806377,0.0,6.0,31.688505747126438,0.4951329022988506,4.5093669366888145,19.0,45.0,8.584572501504717
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_4,1-64,64,0.8333333333333334,0.013020833333333334,0.8339078479367938,0.0,3.0,31.695402298850574,0.4952406609195402,4.23969428208194,18.0,44.0,10.10097064092029
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_4,65-128,64,2.1666666666666665,0.033854166666666664,1.4874957741657353,0.0,5.0,31.702298850574714,0.4953484195402299,4.461302142151548,19.0,46.0,8.881970942748234
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_5,1-64,64,1.2,0.01875,0.9247553264475439,0.0,3.0,31.673563218390804,0.4948994252873563,4.241730864824014,17.0,44.0,9.926860071835161
Single-sweep,heldout_sensor_cohort,128,enroll_3_test_5,65-128,64,2.466666666666667,0.03854166666666667,1.279367659898984,1.0,6.0,31.79080459770115,0.4967313218390805,4.419322365352933,19.0,44.0,9.01381476766634
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_1,1-64,64,2.2666666666666666,0.035416666666666666,2.3915560269174247,0.0,10.0,31.49655172413793,0.49213362068965516,4.192092075184742,19.0,44.0,8.565007537027963
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_1,65-128,64,3.5,0.0546875,1.756760341239443,0.0,7.0,31.775862068965516,0.4964978448275862,4.20111403706381,21.0,44.0,8.781584903535032
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_2,1-64,64,1.4666666666666666,0.022916666666666665,1.6344003083137537,0.0,7.0,31.53793103448276,0.4927801724137931,4.245114741287888,18.0,45.0,9.348946749286938
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_2,65-128,64,2.933333333333333,0.04583333333333333,1.9286109586656035,0.0,9.0,31.832183908045977,0.4973778735632184,4.241758929429031,19.0,44.0,8.770918218298165
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_3,1-64,64,1.4,0.021875,1.3796551293211172,0.0,5.0,31.510344827586206,0.49234913793103446,4.2658230320802275,18.0,44.0,9.497847592100378
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_3,65-128,64,2.566666666666667,0.04010416666666667,1.75545127970055,0.0,7.0,31.835632183908046,0.4974317528735632,4.145164443663959,20.0,44.0,9.195170990427888
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_5,1-64,64,1.3,0.0203125,1.0875470659652644,0.0,4.0,31.53448275862069,0.4927262931034483,4.286149384305401,17.0,45.0,9.669445415852161
Single-sweep,heldout_sensor_cohort,128,enroll_4_test_5,65-128,64,2.7333333333333334,0.042708333333333334,1.4840144374549435,0.0,5.0,31.82758620689655,0.4973060344827586,4.157450357665061,20.0,45.0,9.320799006029869
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_1,1-64,64,2.4,0.0375,1.8118384642924588,0.0,7.0,31.754022988505746,0.4961566091954023,4.106095964918354,19.0,44.0,9.249598766454135
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_1,65-128,64,3.1,0.0484375,1.5391444107819703,1.0,7.0,32.00344827586207,0.5000538793103448,4.043632801269021,19.0,44.0,9.447404835546134
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_2,1-64,64,1.5,0.0234375,1.5256428831468234,0.0,7.0,31.84022988505747,0.497503591954023,4.090572949931905,18.0,47.0,9.828068261603576
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_2,65-128,64,2.5,0.0390625,1.45625878715715,0.0,6.0,32.07011494252873,0.5010955459770114,4.052123424149438,20.0,45.0,9.71199683415314
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_3,1-64,64,1.2666666666666666,0.019791666666666666,1.3113124074319809,0.0,6.0,31.763218390804596,0.4963002873563218,4.122578514913836,17.0,44.0,9.969389614184784
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_3,65-128,64,2.8666666666666667,0.04479166666666667,1.8143742786394725,0.0,6.0,32.04827586206896,0.5007543103448275,4.013494557854778,18.0,46.0,9.369627676074797
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_4,1-64,64,1.0333333333333334,0.016145833333333335,0.6686751354593717,0.0,2.0,31.80574712643678,0.4969647988505747,4.078088642803029,18.0,44.0,10.530740320772415
Single-sweep,heldout_sensor_cohort,128,enroll_5_test_4,65-128,64,2.033333333333333,0.03177083333333333,1.7515182248421006,0.0,7.0,31.980459770114944,0.499694683908046,4.037321260988854,19.0,45.0,9.623437784869038
Single-sweep,heldout_sensor_cohort,128,aggregate,1-64,64,1.5333333333333334,0.023958333333333335,1.5338872968010726,0.0,10.0,31.61942528735632,0.4940535201149425,4.204168082877831,17.0,47.0,9.507442884498474
Single-sweep,heldout_sensor_cohort,128,aggregate,65-128,64,2.6283333333333334,0.041067708333333335,1.5782951503203586,0.0,9.0,31.863505747126435,0.49786727729885055,4.257481260520641,17.0,47.0,9.105550613447903
Multi-sweep,heldout_sensor_cohort,128,test_1,1-64,64,2.0,0.03125,1.6815428055498771,0.0,7.0,31.466666666666665,0.49166666666666664,4.198269868500717,18.0,46.0,9.214396652024467
Multi-sweep,heldout_sensor_cohort,128,test_1,65-128,64,2.4,0.0375,2.077797242107695,0.0,8.0,31.901149425287358,0.49845545977011496,4.0999451076309,19.0,45.0,9.076891923207418
Multi-sweep,heldout_sensor_cohort,128,test_2,1-64,64,1.0666666666666667,0.016666666666666666,1.2576204496597132,0.0,5.0,31.616091954022988,0.4940014367816092,4.299727653837321,18.0,43.0,9.64389083934294
Multi-sweep,heldout_sensor_cohort,128,test_2,65-128,64,2.4,0.0375,1.8495106528950878,0.0,6.0,31.832183908045977,0.4973778735632184,4.381346962858196,19.0,48.0,8.752276617550537
Multi-sweep,heldout_sensor_cohort,128,test_3,1-64,64,0.9,0.0140625,0.9228890171255885,0.0,3.0,31.57126436781609,0.49330100574712643,4.31886188940878,17.0,44.0,9.821585017903978
Multi-sweep,heldout_sensor_cohort,128,test_3,65-128,64,1.6666666666666667,0.026041666666666668,1.397863723152492,0.0,6.0,32.03448275862069,0.5005387931034483,4.250629888642416,22.0,45.0,9.597898640351797
Multi-sweep,heldout_sensor_cohort,128,test_4,1-64,64,1.2,0.01875,0.9965457582448796,0.0,4.0,31.618390804597702,0.4940373563218391,4.261491031079449,17.0,45.0,9.829426710294003
Multi-sweep,heldout_sensor_cohort,128,test_4,65-128,64,2.033333333333333,0.03177083333333333,1.3514572807192964,0.0,6.0,31.78735632183908,0.49667744252873564,4.302922832407914,20.0,44.0,9.32971403869763
Multi-sweep,heldout_sensor_cohort,128,test_5,1-64,64,1.0,0.015625,0.8709883407113854,0.0,3.0,31.379310344827587,0.49030172413793105,4.199680461597599,16.0,43.0,10.016868107876514
Multi-sweep,heldout_sensor_cohort,128,test_5,65-128,64,2.7,0.0421875,1.9502431324996556,0.0,6.0,31.860919540229887,0.497826867816092,4.271048367699256,20.0,46.0,8.783309408036303
Multi-sweep,heldout_sensor_cohort,128,aggregate,1-64,64,1.2333333333333334,0.019270833333333334,1.233844141151241,0.0,7.0,31.530344827586205,0.49266163793103446,4.254965975476457,16.0,46.0,9.671339891536805
Multi-sweep,heldout_sensor_cohort,128,aggregate,65-128,64,2.24,0.035,1.7634621225640545,0.0,8.0,31.883218390804597,0.4981752873563218,4.261045995794633,19.0,48.0,9.090635919137327
Single-sweep,enrolled_cohort,256,enroll_1_test_2,1-64,64,1.7152542372881356,0.02680084745762712,1.626817514123571,0.0,12.0,32.05845728121757,0.5009133950190245,3.8965712707548565,13.0,49.0,10.162560638962882
Single-sweep,enrolled_cohort,256,enroll_1_test_2,65-128,64,3.3220338983050848,0.05190677966101695,2.0507231009919975,0.0,12.0,32.06498328144817,0.5010153637726277,3.858351290538431,16.0,47.0,9.302865649015105
Single-sweep,enrolled_cohort,256,enroll_1_test_2,129-256,128,21.772881355932203,0.17010063559322033,7.199721992659855,0.0,59.0,64.11643030093393,0.5009096117260463,5.305530156525464,42.0,87.0,6.695745472946191
Single-sweep,enrolled_cohort,256,enroll_1_test_3,1-64,64,2.0677966101694913,0.0323093220338983,1.9453800739087614,0.0,14.0,32.06237749337023,0.5009746483339098,3.896149458567911,14.0,49.0,9.740635177391644
Single-sweep,enrolled_cohort,256,enroll_1_test_3,65-128,64,3.705084745762712,0.05789194915254237,2.1359749585156593,0.0,15.0,32.06350743687305,0.5009923037011415,3.854285637337969,16.0,48.0,9.101141429283976
Single-sweep,enrolled_cohort,256,enroll_1_test_3,129-256,128,22.379661016949154,0.17484110169491526,7.132725663791067,8.0,55.0,64.1136400322841,0.5008878127522195,5.313514785743439,42.0,91.0,6.6357689241087305
Single-sweep,enrolled_cohort,256,enroll_1_test_4,1-64,64,2.31864406779661,0.03622881355932203,2.0421139654072413,0.0,14.0,32.06567508359276,0.5010261731811368,3.8944613269969346,14.0,49.0,9.566727834896454
Single-sweep,enrolled_cohort,256,enroll_1_test_4,65-128,64,3.922033898305085,0.06128177966101695,2.2263166093584936,0.0,13.0,32.066551366309234,0.5010398650985818,3.85497611451408,17.0,48.0,8.941003662960076
Single-sweep,enrolled_cohort,256,enroll_1_test_4,129-256,128,23.406779661016948,0.1828654661016949,7.683622135292199,7.0,57.0,64.10833621584227,0.5008463766862677,5.337182138898648,37.0,90.0,6.152668599412901
Single-sweep,enrolled_cohort,256,enroll_1_test_5,1-64,64,2.4440677966101694,0.038188559322033896,2.1734538789897218,0.0,15.0,32.06708174795342,0.5010481523117721,3.8962754972571476,14.0,49.0,9.389979151747053
Single-sweep,enrolled_cohort,256,enroll_1_test_5,65-128,64,3.983050847457627,0.062235169491525424,2.3071283017654443,0.0,14.0,32.06673584688112,0.5010427476075175,3.861075687318804,16.0,48.0,8.830049480840124
Single-sweep,enrolled_cohort,256,enroll_1_test_5,129-256,128,23.36271186440678,0.18252118644067797,7.715650194695168,8.0,59.0,64.10432376340367,0.5008150294015912,5.32680887688021,43.0,88.0,6.1453068553966546
Single-sweep,enrolled_cohort,256,enroll_2_test_1,1-64,64,1.5627118644067797,0.024417372881355932,1.4505333648509544,0.0,9.0,32.068626772742995,0.5010722933241093,3.883176146824461,14.0,48.0,10.407543689084763
Single-sweep,enrolled_cohort,256,enroll_2_test_1,65-128,64,3.2508474576271187,0.05079449152542373,2.079571260214841,0.0,12.0,32.07586763518967,0.5011854317998385,3.8434569669109244,15.0,48.0,9.328344300960902
Single-sweep,enrolled_cohort,256,enroll_2_test_1,129-256,128,21.372881355932204,0.16697563559322035,6.9661433544088815,0.0,42.0,64.10014989046466,0.5007824210192552,5.313610409186777,43.0,90.0,6.896807332485145
Single-sweep,enrolled_cohort,256,enroll_2_test_3,1-64,64,1.305084745762712,0.020391949152542374,1.5011813634571296,0.0,12.0,32.070563818747836,0.5011025596679349,3.8832898916314758,14.0,48.0,10.450467637148686
Single-sweep,enrolled_cohort,256,enroll_2_test_3,65-128,64,3.006779661016949,0.04698093220338983,2.2375782893444116,0.0,21.0,32.06867289288597,0.5010730139513433,3.8412336527688193,17.0,50.0,9.245391216596385
Single-sweep,enrolled_cohort,256,enroll_2_test_3,129-256,128,20.508474576271187,0.16022245762711865,7.5344399314171815,0.0,49.0,64.11428571428571,0.5008928571428571,5.309359008897198,40.0,95.0,6.690515534524528
Single-sweep,enrolled_cohort,256,enroll_2_test_4,1-64,64,1.5084745762711864,0.023569915254237288,1.5383187367759845,0.0,12.0,32.07058687881933,0.501102919981552,3.881869947100279,14.0,48.0,10.351020515120787
Single-sweep,enrolled_cohort,256,enroll_2_test_4,65-128,64,3.2,0.05,2.265686062395524,0.0,21.0,32.06715092816788,0.5010492332526231,3.8415397053767872,16.0,48.0,9.153627287316567
Single-sweep,enrolled_cohort,256,enroll_2_test_4,129-256,128,20.928813559322034,0.1635063559322034,7.33677371789335,8.0,47.0,64.1124870287098,0.5008788049117953,5.313632627603922,43.0,91.0,6.741569939304133
Single-sweep,enrolled_cohort,256,enroll_2_test_5,1-64,64,1.4983050847457626,0.02341101694915254,1.6799631034804574,0.0,12.0,32.07111726046351,0.5011112071947423,3.882356269638403,14.0,48.0,10.220801278244968
Single-sweep,enrolled_cohort,256,enroll_2_test_5,65-128,64,3.1966101694915254,0.049947033898305085,2.3157231060681376,0.0,20.0,32.07058687881933,0.501102919981552,3.8498850928586306,17.0,47.0,9.088996798670063
Single-sweep,enrolled_cohort,256,enroll_2_test_5,129-256,128,21.681355932203388,0.16938559322033897,7.6500961395468705,7.0,57.0,64.11721434336447,0.5009157370575349,5.310411294160713,42.0,87.0,6.444322109089422
Single-sweep,enrolled_cohort,256,enroll_3_test_1,1-64,64,2.0542372881355933,0.032097457627118645,2.0760475622966323,0.0,18.0,32.073999769399286,0.5011562463968638,3.8776695104763794,14.0,48.0,9.652134262981704
Single-sweep,enrolled_cohort,256,enroll_3_test_1,65-128,64,3.559322033898305,0.055614406779661014,2.3275281510436368,0.0,14.0,32.077551020408166,0.5012117346938776,3.8411126943952354,16.0,48.0,8.979829403251454
Single-sweep,enrolled_cohort,256,enroll_3_test_1,129-256,128,22.28813559322034,0.1741260593220339,7.507028107177974,9.0,45.0,64.09823590453131,0.5007674680041508,5.33675972796894,40.0,87.0,6.419554626729182
Single-sweep,enrolled_cohort,256,enroll_3_test_2,1-64,64,1.2847457627118644,0.02007415254237288,1.6802993699214774,0.0,16.0,32.073999769399286,0.5011562463968638,3.8760902715665955,15.0,48.0,10.306843716902922
Single-sweep,enrolled_cohort,256,enroll_3_test_2,65-128,64,2.9966101694915253,0.04682203389830508,2.0295408566993363,0.0,15.0,32.077343479764785,0.5012084918713248,3.8399159812904777,16.0,48.0,9.468987933831205
Single-sweep,enrolled_cohort,256,enroll_3_test_2,129-256,128,20.359322033898305,0.1590572033898305,7.54936404593011,0.0,50.0,64.10582266805027,0.5008267395941427,5.320741075932953,40.0,90.0,6.698471253500167
Single-sweep,enrolled_cohort,256,enroll_3_test_4,1-64,64,1.064406779661017,0.01663135593220339,1.1863398682279362,0.0,6.0,32.07713593912141,0.5012052490487721,3.8758565893318906,15.0,50.0,10.820332565952487
Single-sweep,enrolled_cohort,256,enroll_3_test_4,65-128,64,2.759322033898305,0.04311440677966102,1.8386551063271928,0.0,11.0,32.07383834889888,0.501153724201545,3.8334817192076707,15.0,48.0,9.750878499415688
Single-sweep,enrolled_cohort,256,enroll_3_test_4,129-256,128,19.915254237288135,0.15558792372881355,7.554986945141996,6.0,49.0,64.12261040009224,0.5009578937507206,5.29851669838807,41.0,86.0,6.775039650220963
Single-sweep,enrolled_cohort,256,enroll_3_test_5,1-64,64,1.230508474576271,0.019226694915254236,1.3252203304536438,0.0,9.0,32.074115069756715,0.5011580479649487,3.8775989177360453,15.0,49.0,10.644595659532763
Single-sweep,enrolled_cohort,256,enroll_3_test_5,65-128,64,3.0271186440677966,0.04729872881355932,1.9620403190981737,0.0,11.0,32.0748068719013,0.5011688573734578,3.8327049088738847,15.0,48.0,9.540710904844842
Single-sweep,enrolled_cohort,256,enroll_3_test_5,129-256,128,20.16271186440678,0.15752118644067797,7.019939974574388,7.0,48.0,64.11822898650986,0.5009236639571083,5.313985340444688,41.0,89.0,7.060364443552301
Single-sweep,enrolled_cohort,256,enroll_4_test_1,1-64,64,2.301694915254237,0.035963983050847456,2.220918753734216,0.0,16.0,32.06788885045544,0.5010607632883662,3.888865149596087,15.0,49.0,9.399804619384886
Single-sweep,enrolled_cohort,256,enroll_4_test_1,65-128,64,3.8,0.059375,2.505232619177404,0.0,18.0,32.06456820016142,0.5010088781275222,3.84963133976476,16.0,50.0,8.70279630523239
Single-sweep,enrolled_cohort,256,enroll_4_test_1,129-256,128,22.92542372881356,0.17910487288135593,7.709072162871496,7.0,50.0,64.1123025481379,0.5008773636573274,5.32347452158102,41.0,88.0,6.217315018272825
Single-sweep,enrolled_cohort,256,enroll_4_test_2,1-64,64,1.5491525423728814,0.02420550847457627,1.7053709554520087,0.0,13.0,32.07086359967716,0.5011072437449556,3.8881389759957425,15.0,49.0,10.166587845411405
Single-sweep,enrolled_cohort,256,enroll_4_test_2,65-128,64,3.1152542372881356,0.04867584745762712,2.252799736512463,0.0,21.0,32.06496022137669,0.5010150034590107,3.8493701491214942,15.0,49.0,9.179344395521106
Single-sweep,enrolled_cohort,256,enroll_4_test_2,129-256,128,21.37627118644068,0.1670021186440678,7.732173682618657,7.0,47.0,64.12609247088666,0.500985097428802,5.310750706224354,43.0,87.0,6.445122910750437
Single-sweep,enrolled_cohort,256,enroll_4_test_3,1-64,64,1.1016949152542372,0.017213983050847457,1.2683337837016009,0.0,8.0,32.07187824282255,0.5011230975441023,3.885316955428218,14.0,48.0,10.716275591775627
Single-sweep,enrolled_cohort,256,enroll_4_test_3,65-128,64,2.705084745762712,0.04226694915254237,1.7817502410172859,0.0,11.0,32.06371497751643,0.5009955465236943,3.8449793188239467,16.0,50.0,9.797510979369767
Single-sweep,enrolled_cohort,256,enroll_4_test_3,129-256,128,20.196610169491525,0.15778601694915254,7.442431349252178,6.0,45.0,64.1231869018794,0.5009623976709328,5.294523888147276,41.0,87.0,6.801468065904159
Single-sweep,enrolled_cohort,256,enroll_4_test_5,1-64,64,1.0169491525423728,0.015889830508474576,1.2246271878030563,0.0,8.0,32.073999769399286,0.5011562463968638,3.887327237269106,14.0,49.0,10.776481666414444
Single-sweep,enrolled_cohort,256,enroll_4_test_5,65-128,64,2.640677966101695,0.04126059322033898,1.8771014205098784,0.0,11.0,32.063253776086704,0.5009883402513547,3.8495603120175343,17.0,49.0,9.715495445209676
Single-sweep,enrolled_cohort,256,enroll_4_test_5,129-256,128,19.867796610169492,0.15521716101694916,7.883040451577865,0.0,50.0,64.12297936123602,0.5009607762596564,5.286953428918038,40.0,89.0,6.593723198280029
Single-sweep,enrolled_cohort,256,enroll_5_test_1,1-64,64,2.2711864406779663,0.03548728813559322,2.111118190945749,0.0,15.0,32.06883431338637,0.501075536146662,3.891679008572043,14.0,48.0,9.518027372945022
Single-sweep,enrolled_cohort,256,enroll_5_test_1,65-128,64,3.6847457627118643,0.05757415254237288,2.401587737234129,0.0,18.0,32.07215496368039,0.5011274213075061,3.8316395011971407,17.0,48.0,8.877768512920921
Single-sweep,enrolled_cohort,256,enroll_5_test_1,129-256,128,22.52542372881356,0.17597987288135594,7.494115451571043,6.0,46.0,64.12597717052923,0.5009841966447596,5.340334775764628,44.0,90.0,6.393243800571034
Single-sweep,enrolled_cohort,256,enroll_5_test_2,1-64,64,1.688135593220339,0.026377118644067797,1.8927973706432095,0.0,14.0,32.07042545831892,0.5011003977862332,3.882965780546871,14.0,48.0,9.946687127985692
Single-sweep,enrolled_cohort,256,enroll_5_test_2,65-128,64,3.1864406779661016,0.04978813559322034,2.265345074937537,0.0,16.0,32.07040239824743,0.5011000374726161,3.8294868202132646,13.0,50.0,9.180677373259927
Single-sweep,enrolled_cohort,256,enroll_5_test_2,129-256,128,21.003389830508475,0.16408898305084746,7.510762484316396,4.0,48.0,64.13930589184827,0.5010883272800646,5.311547280975231,41.0,90.0,6.6314274642621625
Single-sweep,enrolled_cohort,256,enroll_5_test_3,1-64,64,1.2101694915254237,0.018908898305084746,1.3862412983176144,0.0,9.0,32.06775049002652,0.5010586014066644,3.881611571783088,14.0,49.0,10.58762183440902
Single-sweep,enrolled_cohort,256,enroll_5_test_3,65-128,64,2.7084745762711866,0.04231991525423729,1.9298309939390448,0.0,10.0,32.07374610861294,0.5011522829470771,3.8318318830125224,17.0,49.0,9.679554087896967
Single-sweep,enrolled_cohort,256,enroll_5_test_3,129-256,128,19.671186440677968,0.15368114406779662,6.843017466246374,6.0,47.0,64.13999769399285,0.5010937319843192,5.306455723445271,42.0,93.0,7.26243529873018
Single-sweep,enrolled_cohort,256,enroll_5_test_4,1-64,64,1.040677966101695,0.016260593220338983,1.1945338435659412,0.0,7.0,32.072039663322954,0.5011256197394212,3.880955041907408,14.0,48.0,10.807427188492946
Single-sweep,enrolled_cohort,256,enroll_5_test_4,65-128,64,2.5762711864406778,0.04025423728813559,1.7862226879181726,0.0,9.0,32.075337253545484,0.5011771445866482,3.831746765853303,17.0,48.0,9.867929957140495
Single-sweep,enrolled_cohort,256,enroll_5_test_4,129-256,128,19.864406779661017,0.1551906779661017,7.65243642478185,0.0,40.0,64.13222644990199,0.5010330191398593,5.310814291200155,37.0,98.0,6.720970922778526
Single-sweep,enrolled_cohort,256,aggregate,1-64,64,1.6116949152542372,0.025182733050847457,1.755305475764141,0.0,18.0,32.069870863599675,0.5010917322437449,3.885397877330205,13.0,50.0,10.103057853889208
Single-sweep,enrolled_cohort,256,aggregate,65-128,64,3.21728813559322,0.050270127118644065,2.1775502615503846,0.0,21.0,32.06978669433875,0.501090417099043,3.8435068919742252,13.0,50.0,9.236815457096618
Single-sweep,enrolled_cohort,256,aggregate,129-256,128,21.278474576271186,0.16623808262711864,7.543347819998622,0.0,59.0,64.11769168684422,0.5009194663034705,5.314245235267902,37.0,98.0,6.565703811339188
Multi-sweep,enrolled_cohort,256,test_1,1-64,64,1.9322033898305084,0.030190677966101694,1.820745967140726,0.0,13.0,32.072800645682,0.5011375100887813,3.885014877447836,15.0,47.0,9.934777938359844
Multi-sweep,enrolled_cohort,256,test_1,65-128,64,3.2033898305084745,0.050052966101694914,2.145868210008751,0.0,13.0,32.073469387755104,0.5011479591836735,3.846097606611823,16.0,49.0,9.270288806725459
Multi-sweep,enrolled_cohort,256,test_1,129-256,128,20.315254237288137,0.15871292372881357,6.326620508691342,6.0,56.0,64.11845958722472,0.5009254655251931,5.266168821512379,42.0,90.0,7.5255540889563886
Multi-sweep,enrolled_cohort,256,test_2,1-64,64,1.1288135593220339,0.01763771186440678,1.4628100401012298,0.0,13.0,32.07944194627003,0.5012412804104692,3.8807422391705666,15.0,48.0,10.554084799441098
Multi-sweep,enrolled_cohort,256,test_2,65-128,64,2.48135593220339,0.038771186440677965,1.797246058081508,0.0,10.0,32.0714631615358,0.5011166118989969,3.8347687196394302,16.0,51.0,9.881076316153475
Multi-sweep,enrolled_cohort,256,test_2,129-256,128,18.25423728813559,0.1426112288135593,5.781136402712544,6.0,52.0,64.11271762942465,0.5008806064798801,5.243409402573773,42.0,93.0,8.309463018880292
Multi-sweep,enrolled_cohort,256,test_3,1-64,64,1.0101694915254238,0.015783898305084747,1.2191352621844065,0.0,7.0,32.07791998155194,0.5012174997117491,3.879706324946433,15.0,48.0,10.803834024571975
Multi-sweep,enrolled_cohort,256,test_3,65-128,64,2.233898305084746,0.034904661016949154,1.7091799132968786,0.0,12.0,32.077158999192896,0.501205609362389,3.8230222929060225,16.0,48.0,10.078273795253937
Multi-sweep,enrolled_cohort,256,test_3,129-256,128,18.47457627118644,0.14433262711864406,5.786907379051504,8.0,40.0,64.11829816672432,0.5009242044275337,5.254166994574343,43.0,89.0,8.258377857902437
Multi-sweep,enrolled_cohort,256,test_4,1-64,64,1.0813559322033899,0.016896186440677967,1.1606464560798038,0.0,5.0,32.08068719013029,0.5012607373457858,3.877996997944102,15.0,50.0,10.830072540226709
Multi-sweep,enrolled_cohort,256,test_4,65-128,64,2.376271186440678,0.037129237288135594,1.7566529498087313,0.0,13.0,32.073146546754295,0.5011429147930359,3.8388960917686585,16.0,48.0,9.94800341512404
Multi-sweep,enrolled_cohort,256,test_4,129-256,128,18.661016949152543,0.14578919491525424,5.833897454233702,6.0,50.0,64.10704485183904,0.5008362879049925,5.245201402976994,42.0,93.0,8.192364329225931
Multi-sweep,enrolled_cohort,256,test_5,1-64,64,1.3457627118644069,0.021027542372881357,1.3359653486863272,0.0,8.0,32.08124063184596,0.5012693848725931,3.8822140535395455,12.0,49.0,10.58699458827534
Multi-sweep,enrolled_cohort,256,test_5,65-128,64,2.610169491525424,0.04078389830508475,1.8240359409924065,0.0,13.0,32.07134786117837,0.501114810330912,3.841184897888625,16.0,47.0,9.798152130074545
Multi-sweep,enrolled_cohort,256,test_5,129-256,128,18.61694915254237,0.14544491525423728,5.897571059526765,6.0,46.0,64.1151389369307,0.5008995229447711,5.243119293835213,43.0,91.0,8.153873113182087
Multi-sweep,enrolled_cohort,256,aggregate,1-64,64,1.2996610169491525,0.020307203389830508,1.4566438420458858,0.0,13.0,32.078418079096046,0.5012252824858757,3.881118911211834,12.0,50.0,10.500080544817784
Multi-sweep,enrolled_cohort,256,aggregate,65-128,64,2.5810169491525423,0.040328389830508474,1.8806066738477434,0.0,13.0,32.073317191283294,0.5011455811138015,3.836784726747595,16.0,51.0,9.761168689319582
Multi-sweep,enrolled_cohort,256,aggregate,129-256,128,18.864406779661017,0.1473781779661017,5.966714625026707,6.0,56.0,64.11433183442868,0.5008932174564741,5.250398126774138,42.0,93.0,8.051615880762958
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_2,1-64,64,1.4666666666666666,0.022916666666666665,1.50248835748162,0.0,6.0,31.66896551724138,0.49482758620689654,4.205681683423608,18.0,43.0,9.563909930509958
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_2,65-128,64,2.3333333333333335,0.036458333333333336,1.3217891045025334,0.0,6.0,31.93103448275862,0.4989224137931034,4.2352923021776805,20.0,46.0,9.434245510978167
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_2,129-256,128,10.266666666666667,0.08020833333333334,4.432896875931548,2.0,22.0,63.37931034482759,0.4951508620689655,6.078204150227073,46.0,85.0,9.98443159552649
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_3,1-64,64,1.8333333333333333,0.028645833333333332,1.743625500231478,0.0,6.0,31.658620689655173,0.4946659482758621,4.210733496236295,18.0,42.0,9.254992929239666
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_3,65-128,64,3.066666666666667,0.04791666666666667,1.659524928558094,0.0,6.0,31.93793103448276,0.4990301724137931,4.214153405494709,21.0,45.0,9.014985377165322
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_3,129-256,128,11.4,0.0890625,5.069176631775414,3.0,26.0,63.53563218390805,0.49637212643678164,5.936797480919981,44.0,84.0,9.444758920779327
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_4,1-64,64,2.033333333333333,0.03177083333333333,1.9384197853839134,0.0,8.0,31.633333333333333,0.4942708333333333,4.172355916429472,17.0,42.0,9.0988615106723
Single-sweep,heldout_sensor_cohort,256,enroll_1_test_4,65-128,64,3.2333333333333334,0.050520833333333334,1.906130460732773,0.0,7.0,32.03333333333333,0.5005208333333333,4.2148885832348215,19.0,45.0,8.804700982549475
