#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm),Trace Xs (Ohm),Trace Rp (Ohm),Trace Xp (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Lp (H),Trace Cs (F),Trace Cp (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A)
50000.00000000001,19.23555415029803,-87.75386289071773,1006.679828938185,39.45424633160447,-1005.906377570706,25685.55661850866,1007.453875020075,3.893238580936236e-05,0.0009926012741576617,-0.003201899445560804,-0.003206825282930588,3.16440866944813e-09,3.159547986030108e-09,0.7044704595657096,0.02849439477423354,-0.7038939535662828,0.0006997953899525208
50017.33168269227,19.240885475949,-87.70888148145346,1007.166603077531,40.2634044512915,-1006.361478106513,25193.71076983522,1007.972372177159,3.969244583046154e-05,0.0009920906838349756,-0.003202238072074949,-0.003207363930362776,3.161881634189956e-09,3.156828463570211e-09,0.7044685082145633,0.02904722067316689,-0.7038694041064838,0.0006994552336836135
50034.66937312904,19.22737559320201,-87.70772877844388,1005.733647366845,40.22633694779672,-1004.928858806224,25145.22191663835,1006.539080435405,3.976898686021575e-05,0.000993503401345752,-0.003196571444131554,-0.003201693387275546,3.165291993010437e-09,3.16022828338516e-09,0.7042582390464439,0.02905301380496607,-0.7036587167467242,0.0007002427373987169
50052.01307339279,19.21906201293278,-87.71278012291309,1004.862931646376,40.10299033741343,-1004.06237931861,25178.9081786981,1005.664122265192,3.971578087909393e-05,0.0009943677793213561,-0.003192708565124935,-0.003197801773007251,3.16692579388646e-09,3.161881762842295e-09,0.7041755695926448,0.02898788086065676,-0.7035786633876372,0.0007007672294150637
50069.36278556673,19.2065183235079,-87.69833089522638,1003.512452777929,40.30196368725822,-1002.702844617151,24987.29964363392,1004.322714637235,4.002033089857201e-05,0.0009956958907986098,-0.003187280710093779,-0.003192429773443496,3.170120862970629e-09,3.16500778161627e-09,0.7043289626295584,0.02917197305397873,-0.7037245793540025,0.0007018631439313449
50086.7185117348,19.21204941127664,-87.69910375056851,1004.097921746023,40.31194342489109,-1003.28838509772,25010.27117020979,1004.908111595932,3.998357287669551e-05,0.0009951158603067323,-0.003188036880427217,-0.00319318370350342,3.167172864180769e-09,3.162067965779276e-09,0.7042186040604815,0.0291582181295782,-0.7036146961373115,0.0007013439934106796
50104.08025398164,19.21033976737784,-87.72687335160627,1003.965496292022,39.82042154530875,-1003.175484036986,25312.30656606731,1004.756130690814,3.950647474144301e-05,0.0009952663830102293,-0.003186573553765678,-0.003191594456793201,3.166431717674387e-09,3.161450399774213e-09,0.7040299645219432,0.02880978073279352,-0.7034402515344832,0.0007012486076833576
50121.44801439264,19.19798390123135,-87.78463950019886,1002.76156258355,38.7624515339899,-1002.012087624735,25940.84511175143,1003.511598127134,3.854924524209087e-05,0.0009965006900431563,-0.003181775130229911,-0.003186536654849205,3.169009650305e-09,3.164274315644487e-09,0.7044827703933312,0.02811893153288202,-0.70392137307409,0.0007025420975920635
50138.82179505389,19.19605875781355,-87.68539581341834,1002.38612655052,40.48284427011968,-1001.56831320722,24819.84566095766,1003.204607665209,4.029033917696873e-05,0.0009968056290404531,-0.003179263935293863,-0.003184458001329307,3.169315182309705e-09,3.164145815234622e-09,0.7042056850802749,0.02932693941434946,-0.7035947537638171,0.0007025288034511309
50156.2015980522,19.18907041170025,-87.6919983594822,1001.660873765226,40.33822020975799,-1000.848307198661,24872.80055527604,1002.474100036584,4.020455990782586e-05,0.0009975320060273941,-0.003175877564500591,-0.003181036507130905,3.170496173477379e-09,3.165354324953498e-09,0.7042317498726455,0.02924724944834931,-0.7036241581472273,0.0007030634907585253
50173.58742547514,19.17904010056917,-87.66798831059612,1000.562823782537,40.71294684537187,-999.7341748159109,24589.86739864273,1001.392159590853,4.066715707686964e-05,0.0009986097758230682,-0.003171242955991251,-0.003176502226576499,3.172929620983634e-09,3.167676265489316e-09,0.7041806622762725,0.02954026797383487,-0.703560784646134,0.0007037839961511628
50190.97927941096,19.18266334198119,-87.75989205127968,1001.103806507557,39.13044423167411,-1000.338762489063,25611.99728452563,1001.869435620192,3.904420217177613e-05,0.0009981340526482529,-0.003172061217021792,-0.003176914961630377,3.169913157899512e-09,3.165070110765528e-09,0.7041568748206328,0.0284110506190871,-0.7035834822960813,0.0007033799193648421
50208.37716194867,19.18836882178528,-87.74581726777983,1001.68027627361,39.39885172758141,-1000.905143536651,25466.81773400937,1002.456009297983,3.926678277767549e-05,0.0009975500079053815,-0.003172757419466819,-0.003177673490567699,3.167021606498973e-09,3.162122014567396e-09,0.7043852774531083,0.02859346524186841,-0.7038046837284861,0.0007032031412057092
50225.78107517795,19.15374457055319,-87.70416235030591,997.9669368526937,39.9777613419779,-997.1658766971683,24912.30057960705,998.7686405294103,4.01408130415137e-05,0.001001232877586081,-0.003159809065415424,-0.003164887887109175,3.177796072347941e-09,3.172696536375025e-09,0.7039847466089876,0.02908889226298192,-0.7033835083402461,0.0007054183458880112
50243.19102118928,19.1659437556937,-87.67499253238151,999.197421841778,40.53534081700862,-998.3748664505257,24630.24777125667,1000.020654931753,4.060048478955998e-05,0.0009999793454948645,-0.003162543855689819,-0.003167757206329919,3.172848079734194e-09,3.167626350766339e-09,0.7042326921486279,0.02945766676944853,-0.7036163234031771,0.0007047977861078208
50260.6070020738,19.15320540486399,-87.67115094492409,997.852944545886,40.54764742218066,-997.0287795381945,24556.55413424096,998.6777908257471,4.072232588226329e-05,0.001001323959725949,-0.003157185480506351,-0.003162407229969454,3.176030817531357e-09,3.170786572875237e-09,0.7041271527979093,0.02950072919612692,-0.7035088871394498,0.0007056416428809586
50278.02901992342,19.1479943814514,-87.70843221754983,997.3709421018183,39.87961850148931,-996.573335072359,24943.78917170232,998.1691874957121,4.009013999903663e-05,0.001001834170526623,-0.003154649764959764,-0.00315970143079816,3.176381256283181e-09,3.171302923081922e-09,0.7042170844480671,0.02904698059394676,-0.703617776173194,0.0007060728286788197
