#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB),Trace th (deg),Trace |Z| (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Lp (H),Trace Cs (F),Trace Cp (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A)
50000.00000000001,19.82462120632222,-88.04522101600651,1071.733701504127,3.182759956081779e-05,0.0009325246177899005,-0.003409449076614115,-0.003413420730255793,2.971775831389118e-09,2.96831804952286e-09,0.702887382612408,0.02485864156743287,-0.7024476639402708,0.0006558409302227435
50017.33168269227,19.82293348702998,-88.07046826038079,1071.586341828204,3.142100208309185e-05,0.0009326667904654765,-0.003407849952258635,-0.003411717783360944,2.971110198583415e-09,2.96774187999314e-09,0.7028637150027389,0.024548586655607,-0.7024348857799302,0.000655909031623794
50034.66937312904,19.79745821072065,-88.06829176362027,1068.700844756706,3.154136381161675e-05,0.000935183797492452,-0.003397491481694826,-0.003401356266921562,2.978103713198436e-09,2.97471984796021e-09,0.7030477947312929,0.02458201244018076,-0.7026179092087853,0.0006578522347176763
50052.01307339279,19.80217515835619,-88.04876930426011,1069.199794962196,3.184514055151398e-05,0.0009347365904979628,-0.003397860614783143,-0.003401804401431576,2.975716856443709e-09,2.972267042455867e-09,0.7028006367054407,0.02481299494897024,-0.7023624778098807,0.0006573140811133628
50069.36278556673,19.79515967617477,-88.0179198327474,1068.35360560558,3.237404288369533e-05,0.0009354596531194956,-0.003393932247454761,-0.003397997119897998,2.977096871273596e-09,2.973535503030514e-09,0.7028484527058867,0.02519318090740309,-0.702396790359143,0.0006578794629806841
50086.7185117348,19.79276127548852,-88.03491699702499,1068.11231118871,3.210378213739572e-05,0.0009356805452936958,-0.003392024603407537,-0.003396017758637748,2.976707152286971e-09,2.973207036981705e-09,0.7028268596451391,0.02498434800004855,-0.7023826428618951,0.0006580078663428836
50104.08025398164,19.79295956836758,-87.99342970461768,1068.062540307597,3.278281803056612e-05,0.0009357006548701724,-0.003390606090271127,-0.003394768032398995,2.975889060158913e-09,2.97224065828605e-09,0.7028963127310031,0.02549575522507869,-0.7024337640776837,0.0006581035557545043
50121.44801439264,19.77509021189653,-87.96566628336015,1065.998961073817,3.330055943596779e-05,0.0009374959742288446,-0.00338282472858021,-0.003387092918470416,2.980667608230167e-09,2.976911568564961e-09,0.7030786194454457,0.02584313335194523,-0.7026034995499719,0.0006595485431053946
50138.82179505389,19.76684983359905,-88.04442876482757,1065.207863229369,3.203556001310266e-05,0.0009382371489261034,-0.003379304753894973,-0.0033832444865365,2.981704874969585e-09,2.978232728611241e-09,0.702832369530523,0.02486885858582026,-0.7023922547498143,0.0006598071943359263
50156.2015980522,19.76680118084958,-87.97240469556408,1065.077154534863,3.321902832171803e-05,0.0009383112746763531,-0.003377571612234228,-0.003381804965840549,2.981167780191393e-09,2.977435945416533e-09,0.7028106979466061,0.02575129861500862,-0.7023387699449862,0.0006598678195997148
