#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm),Trace Xs (Ohm),Trace Rp (Ohm),Trace Xp (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Lp (H),Trace Cs (F),Trace Cp (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A)
50000.00000000001,16.78874638339307,-88.1485422709998,781.1607459201364,25.23806159629067,-780.7529386517643,24178.24794659305,781.5687661966956,4.135948982775279e-05,0.001279477946471996,-0.002485213790399031,-0.002487810650128758,4.076960462466666e-09,4.072704795161713e-09,0.702167669589544,0.02356772409117045,-0.7017720417614067,0.0008988765999291568
50017.33168269227,16.77909619041105,-88.10731487438777,780.3157621253301,25.77194099855607,-779.8900535834533,23626.18665995507,780.7417030432472,4.232591633989493e-05,0.001280833335919047,-0.002481606933441448,-0.002484316878509442,4.080057003369318e-09,4.075606391432869e-09,0.7020680526511081,0.02406957109468457,-0.7016553329809707,0.000899722307459897
50034.66937312904,16.76544813065961,-88.1761174768224,779.3429260086375,24.80444292695385,-778.9480957873818,24486.55662650249,779.7379563599204,4.083873511711614e-05,0.0012824821362658,-0.002477750755822133,-0.002480263218001816,4.083575385223997e-09,4.079438796559216e-09,0.7019210496216439,0.02322242606437376,-0.7015367979155727,0.0009006567857666523
50052.01307339279,16.76674364763863,-88.12182760476691,779.3522072412792,25.54281802424805,-778.9335192294872,23779.28161079378,779.771120303922,4.205341508492353e-05,0.001282427591842901,-0.002476845831226732,-0.002479509227624793,4.082236762491016e-09,4.07785177591056e-09,0.7024514897091462,0.02390550507348876,-0.7020446013052021,0.0009013266755458105
50069.36278556673,16.76349877160906,-88.09376994740248,779.0439589447891,25.91400399729385,-778.6128398409562,23420.1356931082,779.4753167599201,4.269830085972849e-05,0.001282914261040035,-0.002474968230497,-0.002477709776570667,4.082502939111719e-09,4.077985715178033e-09,0.7022792438853526,0.02424365230579195,-0.701860656907807,0.000901462208770044
50086.7185117348,16.75148879778361,-88.10518007275969,778.1041590321472,25.72787289645018,-777.6786989877949,23532.69097449023,778.5298518413285,4.24940777526894e-05,0.001284472262219444,-0.002471142305962474,-0.002473846918841734,4.085990464140402e-09,4.081523323368805e-09,0.7023564370010684,0.02410683591217924,-0.7019426080949489,0.0009026502075275591
50104.08025398164,16.73860508566077,-88.1241953866884,777.1092095054317,25.43720780423102,-776.6927783604541,23740.76306432144,777.5258639238881,4.212164526012391e-05,0.001286130849658642,-0.002467154257961273,-0.002469800543149363,4.089759502790042e-09,4.085377501164403e-09,0.7022301504146702,0.02386988757876207,-0.7018243459857941,0.0009036433813508217
50121.44801439264,16.7355430969507,-88.13950691016943,776.8916758432688,25.22258378700551,-776.4821293897692,23929.3753998951,777.3014383072743,4.178964069427335e-05,0.001286502186561877,-0.002465630463816917,-0.002468232085863087,4.08945145704841e-09,4.085141000536505e-09,0.7021269801934908,0.02367916056072486,-0.7017275779608281,0.0009037636070291492
50138.82179505389,16.73407180647369,-88.07602396528749,776.6641454944722,26.07526080479858,-776.2263044181254,23133.31396423278,777.1022335410736,4.322770189978551e-05,0.001286831972471927,-0.002463964027935854,-0.002466744477191028,4.089381721671325e-09,4.084772278550126e-09,0.7022497242952197,0.02446123235683921,-0.7018235699834373,0.0009041864117494993
50156.2015980522,16.71980026037361,-88.09767158891216,775.5653735376401,25.74550872915803,-775.1379344419006,23363.36232305053,775.9930483387585,4.280205846113981e-05,0.001288671338152828,-0.002459656630961083,-0.002462370066174582,4.093704600445546e-09,4.089193498572964e-09,0.7021461605154531,0.02419280420482167,-0.7017292490350531,0.0009053338721948942
50173.58742547514,16.7167727976562,-88.10149617704549,775.3311572951583,25.68600756298339,-774.9055635934767,23403.34137170315,775.75698474145,4.27289413130167e-05,0.001289063482081682,-0.002458067226277172,-0.002460768007530938,4.093513229758075e-09,4.089020451991484e-09,0.7022384944076583,0.02414944444664833,-0.7018231311098637,0.0009057264493884527
50190.97927941096,16.71241555958082,-88.07740332055177,774.9428370212955,25.99882492681831,-774.5065924529234,23098.59781513237,775.3793273065218,4.329267118304816e-05,0.001289691335302626,-0.002455950340397293,-0.002458717771277361,4.094202730448338e-09,4.089594465442136e-09,0.7019794322758196,0.02443584750239431,-0.7015539984171723,0.0009058460061165394
50208.37716194867,16.70224692818613,-88.11266456593535,774.1961816913997,25.49757890387459,-773.7761958186512,23507.31926373063,774.6163955217079,4.25399420827579e-05,0.001290961572439343,-0.002452784044665606,-0.002455447383803107,4.096647367502439e-09,4.092203875315077e-09,0.7022111817259128,0.02401232062785731,-0.7018005074085997,0.0009070189693117161
50225.78107517795,16.69996359431772,-88.10221250564635,773.9967189427947,25.63212742497079,-773.5721782599743,23371.87666875428,774.4214926158859,4.278646572429051e-05,0.001291286475820992,-0.002451287633021713,-0.002453978931695195,4.096307875982993e-09,4.091815421785274e-09,0.7023953398447529,0.02414698262476652,-0.7019801540398027,0.0009074906432507543
50243.19102118928,16.69183112929016,-88.06034947364165,773.2787489491639,26.17302829654864,-772.8356851014141,22846.42101025946,773.7220668037834,4.377053191617795e-05,0.001292453767191832,-0.002448105245342158,-0.00245091302937281,4.098790776537134e-09,4.094095171613817e-09,0.7021843074718289,0.02465277439748236,-0.7017514106677655,0.0009080603193983229
50260.6070020738,16.68375904911356,-88.06454206439309,772.6461247427562,26.09511029828691,-772.2053349326972,22877.16078821056,773.0871661642038,4.371171795563621e-05,0.001293515199536503,-0.002445260880581892,-0.002448053282183037,4.100715168012888e-09,4.096037637632181e-09,0.7021426144026316,0.02460027038984451,-0.7017115345046775,0.0009087498556527969
50278.02901992342,16.68131576978672,-88.03783371954498,772.4061523723801,26.44685330101337,-771.9532551736402,22558.87524433176,772.8593152813444,4.432845118247924e-05,0.001293896547828979,-0.002443615606890216,-0.002446483737317969,4.100632830835624e-09,4.095825461951147e-09,0.702261066884187,0.02493188207624052,-0.7018183577803112,0.0009091855420524519
50295.45707683073,16.66763760298861,-88.05453263440175,771.3524929522594,26.18609566525435,-770.9078782691713,22721.39672861331,771.797364063154,4.401137887534391e-05,0.001295676879142817,-0.002439460870344576,-0.002442275559168381,4.10477057468231e-09,4.100039883332813e-09,0.7021850782278063,0.02472496703286339,-0.701749642031269,0.0009103289660184275
50312.8911748891,16.66670307776932,-88.09830632261702,771.3545462896724,25.59718646675304,-770.9297115345423,23244.26697655024,771.7796151576749,4.302136096650588e-05,0.001295706676310309,-0.002438684629365306,-0.002441373132443037,4.10323200642309e-09,4.098713421479511e-09,0.7021831715763269,0.02418906844133141,-0.7017664108611426,0.0009103240704079636
