#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB),Trace th (deg),Trace |Z| (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Lp (H),Trace Cs (F),Trace Cp (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A)
50000.00000000001,17.04573956216344,-87.61579866978909,801.1457777422736,5.192582468887034e-05,0.001247131753817046,-0.002547918668129777,-0.002552335671107342,3.976625506524095e-09,3.969743666136951e-09,0.7018683952563973,0.03007895334663991,-0.7012235740656192,0.0008760800602006152
50017.33168269227,17.05018979839172,-87.61628842530796,801.5140663063499,5.189130984141937e-05,0.001246559151504888,-0.002548207564853881,-0.002552623251884862,3.9734195471546e-09,3.966546078008669e-09,0.7019295212954014,0.03007588390574203,-0.7012848879544459,0.0008757537719022018
50034.66937312904,17.04311151015938,-87.65032462932402,800.9886438085558,5.118434321717181e-05,0.001247407479602168,-0.002545717211146454,-0.002550003364849896,3.974550650360248e-09,3.967870057218929e-09,0.7023039029717131,0.02967540948584915,-0.7016766649968834,0.0008767956365236509
50052.01307339279,17.02617370600457,-87.63588220659827,799.567008200783,5.159033805275384e-05,0.001249612414064994,-0.002540292027011397,-0.002544621845897995,3.980279038686688e-09,3.973506367382534e-09,0.7020428058256046,0.02984148611318875,-0.7014082883157597,0.0008780280367640279
50069.36278556673,17.03855273930636,-87.62812626808169,800.5739151611218,5.169439390222144e-05,0.00124803375101656,-0.002542595468534732,-0.002546957728099654,3.973917675954558e-09,3.967111414428937e-09,0.7020047841883919,0.02993511762184415,-0.7013662422417812,0.0008768762199032519
50086.7185117348,17.01695570421754,-87.64603156035443,798.8256159745298,5.141665704260687e-05,0.00125078131029614,-0.002536196514998965,-0.002540482274616739,3.981183570745784e-09,3.974467367311134e-09,0.7021509476536323,0.02972242787706854,-0.7015215823992775,0.0008789783119150185
50104.08025398164,17.01226036709001,-87.69757498526194,798.5287191741858,5.03101290244389e-05,0.001251292122210841,-0.002534468092669995,-0.002538565227627026,3.981138133294238e-09,3.974712747790184e-09,0.7020911309975245,0.02908915314027233,-0.7014882589145487,0.000879230211250872
50121.44801439264,17.01272465553896,-87.65232909558718,798.488379421211,5.13008373903168e-05,0.001251315216102102,-0.00253338064517299,-0.002537638745652354,3.980087284558268e-09,3.973408788021547e-09,0.7019710448942889,0.02963833803011051,-0.7013450768265167,0.0008791242379311203
50138.82179505389,17.00511637680757,-87.68290332223209,797.9158844302435,5.066943077772331e-05,0.001252240236182208,-0.00253074206102615,-0.002534885535099582,3.98147626890547e-09,3.974968226050767e-09,0.7022327559158855,0.02927529808069482,-0.7016222633322763,0.000880082991435502
50156.2015980522,17.0003949743307,-87.69082837527749,797.5417089145299,5.051991345313984e-05,0.00125283473835373,-0.002528692895275699,-0.002532804711636866,3.981941691888989e-09,3.975477311543083e-09,0.70210685486191,0.02917332573520065,-0.7015005008619959,0.0008803380303437317
