#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB),Trace th (deg),Trace |Z| (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Lp (H),Trace Cs (F),Trace Cp (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A)
50000.00000000001,16.64474086068395,-88.21546969287905,769.8242236565834,4.045195400690305e-05,0.001298367827398167,-0.002449238164863953,-0.002451615632079085,4.136844880823005e-09,4.132833153638061e-09,0.7009332873485384,0.02270797556046739,-0.7005653582351713,0.00091051010410518
50017.33168269227,16.63771525281138,-88.20978283952904,769.2603286842974,4.061056959195823e-05,0.001299315552467867,-0.002446588451606282,-0.002448978517141188,4.138455628591768e-09,4.134416728251726e-09,0.7008224788018187,0.02277421383284174,-0.7004523409756167,0.0009110334941879052
50034.66937312904,16.63263393637963,-88.22271244172445,768.8823527067607,4.033717931620459e-05,0.001299963420616393,-0.002444556140778366,-0.002446909828290553,4.139026234011438e-09,4.135044896306644e-09,0.7008540089586983,0.02261746899493621,-0.7004889663440405,0.0009115223576951671
50052.01307339279,16.62506236385033,-88.21207395418085,768.2676452319042,4.061101922534489e-05,0.001300996031231482,-0.002441741257824837,-0.002444120482616096,4.140926510888206e-09,4.136895533248781e-09,0.7007972035671759,0.02274599459491814,-0.7004279693569223,0.000912177746320676
50069.36278556673,16.61957896919206,-88.23072023366134,767.8685461866843,4.020850975725484e-05,0.001301685377195361,-0.00243965182141437,-0.002441979654046431,4.141601267247379e-09,4.137653259505829e-09,0.7008626803625519,0.02252045616033718,-0.7005007678648975,0.00091273712022512
50086.7185117348,16.61859501369192,-88.22639583907016,767.7836001090291,4.031121370780783e-05,0.001301826354344784,-0.002438530961970563,-0.002440869120235732,4.140633871442508e-09,4.136667473887926e-09,0.7009134486157622,0.02257526702474344,-0.700549798207952,0.0009129042262515772
50104.08025398164,16.60076486494933,-88.20518427786786,766.3458178284337,4.086969635725052e-05,0.001304253739176551,-0.002433093010525394,-0.002435482127161516,4.147012682086993e-09,4.142944618158916e-09,0.7009335264093597,0.0228355768808452,-0.7005614497481142,0.000914643173450186
50121.44801439264,16.60011203029465,-88.22485691346481,766.3287044727984,4.042277816882617e-05,0.001304296821399986,-0.00243222162106903,-0.002434557781101312,4.145623904275319e-09,4.141645834438891e-09,0.7008543900582578,0.02259279090221166,-0.7004901440157324,0.0009145603316365929
50138.82179505389,16.59401007516089,-88.23548582412131,765.8683842749779,4.020496845926485e-05,0.001305088241358152,-0.002429932265320065,-0.002432238342646176,4.146654457205347e-09,4.142722891102095e-09,0.7008704833699004,0.0224636645957901,-0.7005103983754172,0.0009151310347954244
50156.2015980522,16.58251004341439,-88.18437336791432,764.8782128184851,4.142275067792302e-05,0.001306741308081161,-0.002425882118250405,-0.002428319751262949,4.150699487798618e-09,4.146532869258639e-09,0.7008492135078475,0.02308817259443895,-0.7004688118401973,0.0009162879070711045
50173.58742547514,16.58528637165925,-88.25074639180875,765.2109479120572,3.989160423261119e-05,0.001306220188438574,-0.002426183913338878,-0.002428446753816349,4.147307487729974e-09,4.143443003058442e-09,0.7010494781093346,0.02228338635290689,-0.7006952414923463,0.0009161511904094973
50190.97927941096,16.57270844999667,-88.17390454023226,764.092639833857,4.170434460186149e-05,0.00130807718660033,-0.002421697349558397,-0.002424158939590053,4.152111985146991e-09,4.147895760993517e-09,0.7006893854016353,0.02321147634496237,-0.700304820903304,0.0009170207792980502
50208.37716194867,16.56246567941406,-88.21300218505715,763.3595691814568,4.085091818819018e-05,0.001309361542129324,-0.00241858768091314,-0.002420941896980996,4.154569784229462e-09,4.150529722403418e-09,0.700811637537632,0.02273786779634501,-0.7004426747966269,0.0009180615636220226
