#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm),Trace Xs (Ohm),Trace Rp (Ohm),Trace Xp (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Lp (H),Trace Cs (F),Trace Cp (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A)
50000.00000000001,16.54125240865388,-88.12298752106842,761.5479656927239,24.94388552796947,-761.1393477054603,23250.39951776658,761.9568030467301,4.301001362302868e-05,0.001312410357124498,-0.002422781791381297,-0.002425383832547696,4.182018537648479e-09,4.177531914027269e-09,0.7020896076011448,0.02387806737288056,-0.7016834435841177,0.0009219236147855788
50017.33168269227,16.53005936940458,-88.20981638261237,760.8266376485557,23.76785512944436,-760.4552988954396,24354.62389866641,761.1981577305016,4.105996480014447e-05,0.001313718366031628,-0.002419765624192916,-0.002422129397941777,4.184329939712546e-09,4.180246421599736e-09,0.7021531335446631,0.02281704448396502,-0.7017823062942,0.0009228811717780787
50034.66937312904,16.52589297256718,-88.14496682390116,760.3896431833076,24.61440631611185,-759.9911449892974,23490.00020699141,760.7883503281876,4.257130656398916e-05,0.00131442601555166,-0.002417450718602634,-0.002419986543700177,4.185434647885603e-09,4.181048867207665e-09,0.7021144693431316,0.02361033937986575,-0.7017173789606146,0.0009233607014663748
50052.01307339279,16.51856768254679,-88.1479991073459,759.8250057433314,24.5559371316893,-759.4281041049496,23510.97562502745,760.2221148153199,4.253332638971814e-05,0.001315405038227452,-0.00241482268683137,-0.002417347474980011,4.187086348987267e-09,4.182713164701319e-09,0.7022294254431726,0.02357736762451391,-0.7018335085290148,0.0009241981569884991
50069.36278556673,16.50896790316153,-88.1874206934916,759.1473379664436,24.01198235761472,-758.7674910305498,24000.71231764749,759.5273750576835,4.166543004078716e-05,0.001316608239333116,-0.002411886034422606,-0.002414301469578289,4.189279647133492e-09,4.185088400321866e-09,0.7021497713546931,0.02309216138893587,-0.7017699434257891,0.0009249182344655701
50086.7185117348,16.49919417312154,-88.16715236840834,758.353326972525,24.25499863051406,-757.9653445717233,23710.56693471802,758.7415079712499,4.217528845907761e-05,0.001317971917305323,-0.002408501392493465,-0.002410967719802425,4.192259937721414e-09,4.187971416939598e-09,0.7020690713643762,0.02333803382245079,-0.7016810651170087,0.0009257802270376339
50104.08025398164,16.4975557348849,-88.14265466289173,758.1836271484409,24.57357616602627,-757.785294018285,23392.70477329643,758.5821696641362,4.27483700449011e-05,0.00131824875404434,-0.002407094885965323,-0.002409626150832852,4.191803002937954e-09,4.187399596347569e-09,0.7021028750079799,0.02363949067564913,-0.7017047966025791,0.0009260320235233628
50121.44801439264,16.48983494990217,-88.1431493088588,757.5857567082458,24.54766156421404,-757.1879496392783,23380.48279123655,757.9837727748131,4.277071645307594e-05,0.001319289457001458,-0.002404363996030264,-0.002406891041653745,4.193656247326422e-09,4.189253239262166e-09,0.7023384155755327,0.02364166759563808,-0.7019403974316103,0.000927073736836148
50138.82179505389,16.48428406823417,-88.1374535809297,757.1457196279847,24.60863087955886,-756.7457010364925,23295.47074588228,757.5459496707919,4.292679941557997e-05,0.00132005193933724,-0.002402127027950637,-0.002404667245715862,4.194653047675378e-09,4.190221943035163e-09,0.7021626726071357,0.02370582000201679,-0.7017623906286427,0.000927380419683486
50156.2015980522,16.47638184444577,-88.13318687556145,756.5264402268084,24.64481037955454,-756.1249156611641,23223.23628982175,756.9281780138048,4.306032059960044e-05,0.001321129307966868,-0.002399324791115963,-0.002401873691749367,4.196642198240481e-09,4.192188665153372e-09,0.7020270899946194,0.02375379774243806,-0.7016251080022184,0.0009279603395333973
