#Digilent WaveForms Impedance Analyzer - Input
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB)
63134.47855730402,17.85623609213043
63156.36309228996,17.8504850406098
63178.25521319223,17.84095601483101
63200.15492264035,17.84020091261744
63222.06222326477,17.84130394868185
63243.97711769686,17.82848014171528
63265.89960856888,17.83916463347784
63287.82969851401,17.83924330827773
63309.76739016634,17.83465257278882
63331.71268616089,17.82386998246654
63353.66558913358,17.83060856924994
63375.62610172124,17.82794317187248
63397.5942265616,17.83476549262538
63419.56996629336,17.83260341931581
63441.55332355609,17.83309928548341
63463.54430099025,17.83823575714425
63485.54290123728,17.82799510240469
63507.54912693949,17.83215577668052
63529.56298074012,17.83478505198798
63551.58446528333,17.8427868558021
63573.6135832142,17.84067555885609
63595.65033717869,17.82582227986519
63617.69472982374,17.83450513784225
63639.74676379714,17.83559628427898
63661.80644174768,17.83503545176988
63683.87376632497,17.83067678808058
63705.94874017962,17.83863299126868
63728.03136596311,17.83120890551859
63750.12164632786,17.83608306264331
63772.21958392722,17.82847429822377
63794.32518141541,17.83394216204227
63816.43844144765,17.82633662893114
63838.55936668001,17.81985924359444
63860.6879597695,17.8317527994999
63882.82422337407,17.82346063673409
63904.96816015257,17.81900863536228
63927.1197727648,17.81443895733986
63949.27906387144,17.80362523792918
63971.44603613413,17.80881203615021
63993.6206922154,17.79819380226251
64015.80303477874,17.79880605199922
64037.99306648852,17.79900251768037
64060.19079001008,17.78590580252292
64082.39620800965,17.78249592467965
64104.60932315439,17.7750777218968
64126.83013811241,17.76809944692473
64149.05865555269,17.7657932292321
64171.29487814521,17.75285224393837
64193.53880856081,17.75517391658298
64215.79044947129,17.74562476204143
64238.04980354934,17.7402654719092
64260.31687346865,17.72321093054407
64282.59166190377,17.71535261595783
64304.87417153018,17.71214474387236
64327.16440502432,17.70714560980841
64349.46236506353,17.69394146258773
64371.76805432613,17.68503527227012
64394.08147549129,17.67072906041208
64416.40263123914,17.66190626885854
64438.73152425078,17.65843628545145
64461.06815720819,17.64732854806233
64483.4125327943,17.63130215544365
64505.76465369295,17.6253772590182
64528.12452258895,17.61528589673862
64550.492142168,17.59744925312689
64572.86751511675,17.58716619031465
64595.25064412278,17.57907608374807
64617.64153187461,17.5706094737225
64640.04018106169,17.56057594634586
64662.44659437435,17.55255293657693
