#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCF32A
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 50000 Hz
#Stop: 100000 Hz
#Steps: 2001
#Order: W1-C1-DUT-C2-R-GND
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.008e+06 O
#ProbeCapacitance: 4e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.02 s
#MinPeriods: 2
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.19029 V
#Offset: -0.000201859 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.18513 V
#Offset: -0.000198608 V
#Attenuation: 1 X

Frequency (Hz),Trace M (dB),Trace th (deg),Trace |Z| (Ohm),Trace Gp (S),Trace Bp (S),Trace Ls (H),Trace Lp (H),Trace Cs (F),Trace Cp (F),Trace Vrms (V),Trace Vreal (V),Trace Vimag (V),Trace Irms (A)
50000.00000000001,17.29063313552478,-87.70974012737221,821.8098219761067,4.862673886744323e-05,0.001215854539886026,-0.002613812334310432,-0.002617993154128691,3.876375603264874e-09,3.870185202071659e-09,0.7006283198291058,0.02887808316305901,-0.7000329269822836,0.0008525424593500748
50017.33168269227,17.28247194476795,-87.6981519279489,821.0972365252462,4.89150610700053e-05,0.001216899845351395,-0.002610619809724366,-0.002614837931927258,3.878426766962541e-09,3.872170288173449e-09,0.7006008998754799,0.02901883495862119,-0.6999996629456163,0.0008532489396687302
50034.66937312904,17.27863847489394,-87.74522169625693,820.8538302725977,4.792954239634701e-05,0.001217300476356379,-0.002609026842871969,-0.0026130715728014,3.878105748447423e-09,3.87210289320476e-09,0.7006030417483168,0.02844415176222293,-0.7000253940661877,0.0008535045608361478
50052.01307339279,17.27280021610706,-87.69793417954692,820.2770037570582,4.896860285582643e-05,0.001218116493479478,-0.002606204430524377,-0.002610416216147136,3.8796155009306e-09,3.873355921064533e-09,0.7006996718410176,0.02902619692894146,-0.7000982145456107,0.0008542225545033709
50069.36278556673,17.26952646689972,-87.72012103691247,820.0381768713636,4.851102760220863e-05,0.001218490132653745,-0.002604583151007514,-0.002608711488010141,3.879340565995616e-09,3.873201433600945e-09,0.7007398074235385,0.02875704546723842,-0.700149491211679,0.0008545202802503901
50086.7185117348,17.25336881891528,-87.65878157884505,818.5647273819482,4.990515512221389e-05,0.001220630736261149,-0.002598890054241082,-0.002603234257366277,3.885144691372909e-09,3.878661272655466e-09,0.7006147913351199,0.0295016328946032,-0.6999933853216799,0.0008559057248690998
50104.08025398164,17.24769985451854,-87.66572539624534,818.0977101934196,4.978562777720261e-05,0.00122133358504701,-0.002596520114499643,-0.002600834620400456,3.885996305208834e-09,3.879549853805177e-09,0.7005403483985579,0.02941397848089632,-0.6999225654344188,0.0008563033294814157
50121.44801439264,17.24626128707906,-87.6615269377014,817.9688756224356,4.988297881774334e-05,0.001221522299773721,-0.002595203866203645,-0.002599531728559735,3.885273224237645e-09,3.878804779345988e-09,0.7005292221108239,0.02946510407426629,-0.6999092788876917,0.0008564245991422589
50138.82179505389,17.23946066575185,-87.66095323271396,817.3936953458795,4.993032002682383e-05,0.001222381355732636,-0.002592479266698784,-0.002596804709333489,3.886661539834509e-09,3.880187609981163e-09,0.7006402110679453,0.02947708736622068,-0.7000198616366103,0.0008571630279127862
50156.2015980522,17.22990256334627,-87.67821328844083,816.6174013425097,4.960919651507431e-05,0.001223558377677669,-0.00258915140619916,-0.002593407708283945,3.888960545750045e-09,3.882577981672035e-09,0.7004703045883141,0.02925941724975889,-0.6998589387242617,0.0008577698038489329
