Method,Scenario,Seed,ID_Bits,Fold,Training_Indices,Authentication_Index,Devices,Enrollment_Rows,Parameter_Count,Fit_Seconds,Mean_Transform_Milliseconds,Directed_Impostor_Comparisons,Unique_Identifiers,Collision_Rate,Empirical_Codeword_Entropy_Bits,Mean_Absolute_Bit_Bias,Mean_Absolute_Bit_Correlation,Final_Total_Loss,Final_Reconstruction_Loss,Final_Classification_Loss,Final_Balance_Loss,Final_Decorrelation_Loss,Final_Quantization_Loss,Intra_Mean,Intra_Mean_Normalized,Intra_Std,Intra_Min,Intra_Max,Intra_Q05,Intra_Median,Intra_Q95,Intra_Count,Inter_Mean,Inter_Mean_Normalized,Inter_Std,Inter_Min,Inter_Max,Inter_Q05,Inter_Median,Inter_Q95,Inter_Count,Fixed_Threshold,FAR_At_Fixed_Threshold,FRR_At_Fixed_Threshold,Descriptive_EER,Descriptive_EER_Threshold,Minimum_Balanced_Error,Minimum_Balanced_Error_Threshold,Empirical_Overlap_Coefficient
Supervised autoencoder,Single-sweep,20260904,128,enroll_5_test_4,5,4,295,295,2174281,2.6296444999752566,0.48500033868950304,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32882899282558253,0.6400012373924255,0.1479356735944748,1.957100749015808,0.01705889031291008,0.13442137837409973,0.0593252032995224,0.7152542372881356,0.00558792372881356,1.0912162532394873,0,11,0.0,0.0,2.0,295,64.21531188746685,0.5016821241208348,25.687413792774958,0,121,20.0,66.0,103.0,86730,14,0.02182635766170875,0.0,0.0035397209731350167,7,0.002888273953649256,6,0.004635074368730543
Supervised autoencoder,Multi-sweep,20260904,128,test_1,"2,3,4,5",1,295,1180,2174281,8.760976699995808,0.758759660835741,86730,294,0.003389830508474523,8.197791483232255,0.002860169491525405,0.3242892123038988,0.6280849575996399,0.1465759426355362,1.915246844291687,0.016249507665634155,0.1249859482049942,0.06349649280309677,2.023728813559322,0.015810381355932202,2.420739400665768,0,16,0.0,1.0,7.0,295,64.21157615588608,0.50165293871786,25.35855425457684,0,120,21.0,66.0,102.0,86730,14,0.01952035051308659,0.006779661016949152,0.010446212383258387,11,0.009212498558745532,10,0.01781390522310619
Supervised autoencoder,Multi-sweep,20260904,128,test_2,"1,3,4,5",2,295,1180,2174281,10.496228699979838,1.1658667797869924,86730,295,0.0,8.204571144249204,0.0027277542372881156,0.3259818677166713,0.6314029693603516,0.14692966639995575,1.927019715309143,0.01643943227827549,0.12656670808792114,0.06307827681303024,0.9796610169491525,0.007653601694915254,3.2081305967051854,0,41,0.0,0.0,3.0,295,64.21358238210539,0.5016686123601983,25.44662623419611,1,123,21.0,66.0,102.0,86730,14,0.02065029401591145,0.010169491525423728,0.01067104808024905,11,0.007955724662746454,6,0.014401014643145391
Supervised autoencoder,Multi-sweep,20260904,128,test_3,"1,2,4,5",3,295,1180,2174281,10.309088699985296,0.8810101684688006,86730,294,0.003389830508474523,8.197791483232255,0.002886652542372865,0.3224888277834748,0.6250286102294922,0.14539003372192383,1.9075731039047241,0.01706853322684765,0.1253228783607483,0.06385897845029831,0.9627118644067797,0.007521186440677966,4.718825314489643,0,79,0.0,0.0,3.0,295,64.21395134324916,0.5016714948691341,25.16831919407021,0,121,21.0,66.0,102.0,86730,14,0.020154502478957684,0.003389830508474576,0.005649717514124294,8,0.004859910065721204,9,0.009719820131442408
Supervised autoencoder,Multi-sweep,20260904,128,test_4,"1,2,3,5",4,295,1180,2174281,8.383372600015718,0.7222040674759674,86730,294,0.003389830508474523,8.197791483232255,0.0033898305084745597,0.32075048226817887,0.6146243214607239,0.14459285140037537,1.869249701499939,0.017340704798698425,0.1230100691318512,0.062191978096961975,1.1050847457627118,0.008633474576271186,1.8142879385825847,0,17,0.0,1.0,4.0,295,64.21319036089012,0.5016655496944541,25.1632945088866,0,121,21.0,66.0,102.0,86730,14,0.0187824282255275,0.003389830508474576,0.006399169837426496,9,0.006399169837426496,9,0.012659979245935662
Supervised autoencoder,Multi-sweep,20260904,128,test_5,"1,2,3,4",5,295,1180,2174281,8.894192799984012,0.7591610174562972,86730,295,0.0,8.204571144249204,0.002727754237288115,0.31953454521932184,0.6073853373527527,0.14275263249874115,1.8478137254714966,0.016395259648561478,0.12303505837917328,0.06291771680116653,1.2101694915254237,0.009454449152542373,1.7544593247480316,0,18,0.0,1.0,4.0,295,64.21397440332065,0.5016716750259426,25.006961422364906,0,120,22.0,66.0,102.0,86730,14,0.018298166724316844,0.003389830508474576,0.004537069064914101,9,0.004537069064914101,9,0.008013374841462008
Supervised autoencoder,Single-sweep,20260905,128,enroll_1_test_2,1,2,295,295,2174281,4.482871500018518,0.8255206745007407,86730,292,0.01016949152542368,8.184232161198358,0.0016949152542372614,0.34561316712522355,0.7026214003562927,0.15478935837745667,2.1788618564605713,0.02093658782541752,0.14818763732910156,0.0587802492082119,2.010169491525424,0.015704449152542373,3.7935540977114512,0,49,0.0,1.0,6.0,295,64.21102271417041,0.5016486149544563,26.825020166861414,0,123,19.0,66.0,104.0,86730,14,0.026795803066989508,0.006779661016949152,0.012757984549752105,10,0.011057304277643261,7,0.020731004266113223
Supervised autoencoder,Single-sweep,20260905,128,enroll_1_test_3,1,3,295,295,2174281,3.163069100002758,0.511270845940305,86730,292,0.01016949152542368,8.184232161198358,0.0016949152542372614,0.34561316712522355,0.7026214003562927,0.15478935837745667,2.1788618564605713,0.02093658782541752,0.14818763732910156,0.0587802492082119,2.4847457627118645,0.01941207627118644,4.833866269914349,0,74,0.0,2.0,7.0,295,64.20947768938083,0.5016365444482878,26.81530692890749,0,122,19.0,66.0,104.0,86730,14,0.026784273031246395,0.003389830508474576,0.014458664821860947,10,0.012659979245935662,11,0.02239132941312118
Supervised autoencoder,Single-sweep,20260905,128,enroll_1_test_4,1,4,295,295,2174281,2.6880240999744274,0.5871800009271729,86730,292,0.01016949152542368,8.184232161198358,0.0016949152542372614,0.34561316712522355,0.7026214003562927,0.15478935837745667,2.1788618564605713,0.02093658782541752,0.14818763732910156,0.0587802492082119,2.610169491525424,0.020391949152542374,2.773887894780098,0,19,0.0,2.0,8.0,295,64.20922402859449,0.5016345627233945,26.81274349872053,0,122,19.0,66.0,104.0,86730,14,0.0266805027095584,0.003389830508474576,0.014424074714631616,11,0.014424074714631616,11,0.025988700564971753
Supervised autoencoder,Single-sweep,20260905,128,enroll_1_test_5,1,5,295,295,2174281,2.938816699956078,0.6776572875994242,86730,292,0.01016949152542368,8.184232161198358,0.0016949152542372614,0.34561316712522355,0.7026214003562927,0.15478935837745667,2.1788618564605713,0.02093658782541752,0.14818763732910156,0.0587802492082119,2.830508474576271,0.02211334745762712,2.8015577686441495,0,15,0.0,2.0,9.0,295,64.2085322264499,0.5016291580191399,26.81739276253027,0,122,19.0,66.0,104.0,86730,14,0.026772742995503286,0.003389830508474576,0.01447019485760406,11,0.013023175371843653,13,0.026046350743687302
Supervised autoencoder,Single-sweep,20260905,128,enroll_2_test_1,2,1,295,295,2174281,3.1128970999852754,0.7835213566530432,86730,292,0.01016949152542368,8.181673220513058,0.0016949152542372614,0.3455898117253918,0.6883939504623413,0.1535814255475998,2.12732195854187,0.018397677689790726,0.14924465119838715,0.056970879435539246,1.7525423728813558,0.013691737288135592,3.492915859483266,0,42,0.0,1.0,6.0,295,64.21169145624351,0.5016538395019025,26.859058960444806,0,123,19.0,66.0,104.0,86730,14,0.028041046927245475,0.010169491525423728,0.011357085206964141,10,0.011357085206964141,10,0.022714170413928283
Supervised autoencoder,Single-sweep,20260905,128,enroll_2_test_3,2,3,295,295,2174281,3.0128998999716714,0.5650674567115888,86730,292,0.01016949152542368,8.181673220513058,0.0016949152542372614,0.3455898117253918,0.6883939504623413,0.1535814255475998,2.12732195854187,0.018397677689790726,0.14924465119838715,0.056970879435539246,1.4610169491525424,0.011414194915254238,5.279050398694508,0,75,0.0,1.0,4.0,295,64.21263691917444,0.5016612259310503,26.840353087084967,0,123,19.0,66.0,104.0,86730,14,0.02738383488988816,0.010169491525423728,0.010204081632653062,9,0.007782774126599792,7,0.015565548253199587
Supervised autoencoder,Single-sweep,20260905,128,enroll_2_test_4,2,4,295,295,2174281,3.0466118000331335,0.5464200015274524,86730,292,0.01016949152542368,8.181673220513058,0.0016949152542372614,0.3455898117253918,0.6883939504623413,0.1535814255475998,2.12732195854187,0.018397677689790726,0.14924465119838715,0.056970879435539246,1.6406779661016948,0.01281779661016949,3.475821179539003,0,40,0.0,1.0,5.0,295,64.21189899688689,0.5016554609131788,26.83369697835571,0,123,19.0,66.0,104.0,86730,14,0.02741842499711749,0.010169491525423728,0.013132710711403206,10,0.0104577424190015,8,0.02075406433759945
Supervised autoencoder,Single-sweep,20260905,128,enroll_2_test_5,2,5,295,295,2174281,2.8772214999771677,0.5901135593037106,86730,292,0.01016949152542368,8.181673220513058,0.0016949152542372614,0.3455898117253918,0.6883939504623413,0.1535814255475998,2.12732195854187,0.018397677689790726,0.14924465119838715,0.056970879435539246,1.7932203389830508,0.014009533898305084,3.3188732826445158,0,40,0.0,1.0,5.0,295,64.2115530958146,0.5016527585610515,26.826923072547984,0,123,19.0,66.0,104.0,86730,14,0.027176294246512165,0.006779661016949152,0.013086590568430763,10,0.011720281332872132,9,0.021123025481378996
Supervised autoencoder,Single-sweep,20260905,128,enroll_3_test_1,3,1,295,295,2174281,2.6899478000123054,0.4976427107575839,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3478953516126598,0.6938324570655823,0.1514759510755539,2.157078981399536,0.020350471138954163,0.15104293823242188,0.05587928742170334,2.383050847457627,0.01861758474576271,4.314078855903861,0,63,0.0,1.0,8.0,295,64.20984665052461,0.5016394269572235,27.10327673135671,0,123,19.0,66.0,105.0,86730,14,0.02868672892885968,0.003389830508474576,0.015161997002190706,11,0.013876398016833852,9,0.027556785426034822
Supervised autoencoder,Single-sweep,20260905,128,enroll_3_test_2,3,2,295,295,2174281,2.7479253000346944,1.2805806800438944,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3478953516126598,0.6938324570655823,0.1514759510755539,2.157078981399536,0.020350471138954163,0.15104293823242188,0.05587928742170334,1.4847457627118643,0.01159957627118644,4.8359767657300585,0,62,0.0,1.0,4.0,295,64.21309812060417,0.5016648290672201,27.10666511350656,0,123,19.0,66.0,105.0,86730,14,0.029309350858987664,0.010169491525423728,0.010498097544102386,9,0.007961489680618009,7,0.01592297936123602
Supervised autoencoder,Single-sweep,20260905,128,enroll_3_test_4,3,4,295,295,2174281,3.174080800032243,0.766016609801011,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3478953516126598,0.6938324570655823,0.1514759510755539,2.157078981399536,0.020350471138954163,0.15104293823242188,0.05587928742170334,1.0135593220338983,0.00791843220338983,3.8747155975122842,0,62,0.0,0.0,3.0,295,64.21429724432146,0.5016741972212614,27.123453570244347,0,123,19.0,66.0,105.0,86730,14,0.029528421538106767,0.006779661016949152,0.007425343018563357,8,0.007067911910526923,6,0.012959760175256543
Supervised autoencoder,Single-sweep,20260905,128,enroll_3_test_5,3,5,295,295,2174281,4.373020600003656,1.2956518640394432,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3478953516126598,0.6938324570655823,0.1514759510755539,2.157078981399536,0.020350471138954163,0.15104293823242188,0.05587928742170334,1.152542372881356,0.009004237288135594,3.805713388933622,0,62,0.0,1.0,3.0,295,64.21383604289173,0.5016705940850916,27.113053454747366,0,123,19.0,66.0,105.0,86730,14,0.029632191859794765,0.003389830508474576,0.009102963219185979,8,0.0071716822322149204,9,0.011034244206157038
Supervised autoencoder,Single-sweep,20260905,128,enroll_4_test_1,4,1,295,295,2174281,3.450618900009431,0.924287120598542,86730,292,0.01016949152542368,8.181673220513057,0.0016949152542372614,0.34211396272437417,0.6844525933265686,0.15193574130535126,2.1174416542053223,0.022997839376330376,0.14255696535110474,0.05809712037444115,2.450847457627119,0.019147245762711866,2.671999740401578,0,17,0.0,2.0,8.0,295,64.20910872823706,0.501633661939352,26.599506357711245,0,123,19.0,66.0,104.0,86730,14,0.025931050386256198,0.006779661016949152,0.014274184249971174,11,0.014274184249971174,11,0.02535454859910066
Supervised autoencoder,Single-sweep,20260905,128,enroll_4_test_2,4,2,295,295,2174281,4.437830200011376,0.7699725425297047,86730,292,0.01016949152542368,8.181673220513057,0.0016949152542372614,0.34211396272437417,0.6844525933265686,0.15193574130535126,2.1174416542053223,0.022997839376330376,0.14255696535110474,0.05809712037444115,1.7016949152542373,0.013294491525423729,3.626128326645458,0,44,0.0,1.0,4.300000000000011,295,64.21194511702986,0.5016558212267958,26.594056267591753,0,123,19.0,66.0,104.0,86730,14,0.026300011530035743,0.010169491525423728,0.014297244321457396,11,0.01421653407125562,12,0.02843306814251124
Supervised autoencoder,Single-sweep,20260905,128,enroll_4_test_3,4,3,295,295,2174281,2.8640679999953136,0.5022203389918274,86730,292,0.01016949152542368,8.181673220513057,0.0016949152542372614,0.34211396272437417,0.6844525933265686,0.15193574130535126,2.1174416542053223,0.022997839376330376,0.14255696535110474,0.05809712037444115,1.1322033898305084,0.008845338983050847,4.4789166221477865,0,74,0.0,1.0,3.0,295,64.21385910296321,0.5016707742419001,26.569190994522305,0,123,19.0,66.0,104.0,86730,14,0.02627695145854952,0.006779661016949152,0.008924247665167761,8,0.00798454975210423,7,0.01345555171221031
Supervised autoencoder,Single-sweep,20260905,128,enroll_4_test_5,4,5,295,295,2174281,2.794554899970535,0.5303223733790219,86730,292,0.01016949152542368,8.181673220513057,0.0016949152542372614,0.34211396272437417,0.6844525933265686,0.15193574130535126,2.1174416542053223,0.022997839376330376,0.14255696535110474,0.05809712037444115,0.8745762711864407,0.006832627118644068,1.3582192749165194,0,11,0.0,0.0,3.0,295,64.21478150582267,0.5016779805142396,26.5798544137636,0,122,19.0,66.0,104.0,86730,14,0.026184711172604635,0.0,0.006491410123371382,7,0.006491410123371382,7,0.010573042776432607
Supervised autoencoder,Single-sweep,20260905,128,enroll_5_test_1,5,1,295,295,2174281,2.8843685000319965,0.6535511868374454,86730,291,0.013559322033898313,8.172334618810808,0.0016949152542372614,0.36085337984416943,0.7120094895362854,0.15647417306900024,2.2086784839630127,0.024601250886917114,0.15899211168289185,0.054575566202402115,2.545762711864407,0.01988877118644068,2.5668823591165295,0,18,0.0,2.0,7.0,295,64.20901648795112,0.5016329413121181,27.85709131980151,0,122,18.0,66.0,106.0,86730,14,0.034198086014066646,0.003389830508474576,0.014810330912025826,10,0.013455551712210308,11,0.026911103424420615
Supervised autoencoder,Single-sweep,20260905,128,enroll_5_test_2,5,2,295,295,2174281,2.8342847000458278,0.5877061042603169,86730,291,0.013559322033898313,8.172334618810808,0.0016949152542372614,0.36085337984416943,0.7120094895362854,0.15647417306900024,2.2086784839630127,0.024601250886917114,0.15899211168289185,0.054575566202402115,1.847457627118644,0.014433262711864406,3.4553200592179314,0,43,0.0,1.0,5.0,295,64.21148391560014,0.5016522180906261,27.847909412839766,0,123,18.0,66.0,106.0,86730,14,0.033771474691571546,0.006779661016949152,0.011408970367808139,9,0.011403205349936585,10,0.022806410699873172
Supervised autoencoder,Single-sweep,20260905,128,enroll_5_test_3,5,3,295,295,2174281,2.760500200034585,0.5037949144271976,86730,291,0.013559322033898313,8.172334618810808,0.0016949152542372614,0.36085337984416943,0.7120094895362854,0.15647417306900024,2.2086784839630127,0.024601250886917114,0.15899211168289185,0.054575566202402115,1.3593220338983052,0.01061970338983051,4.507707633623451,0,75,0.0,1.0,3.3000000000000114,295,64.21349014181943,0.5016678917329643,27.826155922725054,0,122,18.0,66.0,106.0,86730,14,0.033171912832929785,0.003389830508474576,0.008843537414965985,7,0.006577885391444714,8,0.011691456243514356
Supervised autoencoder,Single-sweep,20260905,128,enroll_5_test_4,5,4,295,295,2174281,2.967620400013402,0.5200264420975946,86730,291,0.013559322033898313,8.172334618810808,0.0016949152542372614,0.36085337984416943,0.7120094895362854,0.15647417306900024,2.2086784839630127,0.024601250886917114,0.15899211168289185,0.054575566202402115,0.7728813559322034,0.006038135593220339,1.2062522085524283,0,12,0.0,0.0,3.0,295,64.21510434682348,0.5016805027095584,27.83294362631736,0,123,18.0,66.0,106.0,86730,14,0.033298743226104,0.0,0.004519774011299435,6,0.004519774011299435,6,0.009039548022598869
Supervised autoencoder,Multi-sweep,20260905,128,test_1,"2,3,4,5",1,295,1180,2174281,12.399698199995328,0.6899457622193179,86730,294,0.003389830508474523,8.197791483232255,0.0024364406779660806,0.34187470608886933,0.6939458847045898,0.1530521810054779,2.150940179824829,0.022452181205153465,0.14462178945541382,0.05898749828338623,2.0847457627118646,0.016287076271186442,2.5799339204295535,0,19,0.0,1.0,7.0,295,64.21224489795918,0.5016581632653061,26.59854953370293,0,121,19.0,66.0,104.0,86730,14,0.026265421422806412,0.006779661016949152,0.014228064106998731,11,0.014181943964026288,12,0.028363887928052577
Supervised autoencoder,Multi-sweep,20260905,128,test_2,"1,3,4,5",2,295,1180,2174281,8.713734099990688,0.6535701710194096,86730,294,0.003389830508474523,8.197791483232255,0.002727754237288115,0.34178593170446214,0.690558671951294,0.15160995721817017,2.143372058868408,0.021324191242456436,0.1450474113225937,0.058901362121105194,1.1728813559322033,0.009163135593220339,3.4720374984492333,0,44,0.0,0.0,4.0,295,64.21309812060417,0.5016648290672201,26.62632003732415,0,122,19.0,66.0,104.0,86730,14,0.027026403781851723,0.010169491525423728,0.00970252507782774,9,0.007661708751297128,7,0.015323417502594259
Supervised autoencoder,Multi-sweep,20260905,128,test_3,"1,2,4,5",3,295,1180,2174281,8.382323800004087,0.5311667781039062,86730,295,0.0,8.204571144249204,0.0027012711864406584,0.3449933531760224,0.6885234713554382,0.15174566209316254,2.134521245956421,0.021889695897698402,0.14769750833511353,0.057599302381277084,0.9152542372881356,0.007150423728813559,4.314538527728358,0,72,0.0,0.0,3.0,295,64.214228064107,0.501673656750836,26.809310861575074,0,121,19.0,66.0,104.0,86730,14,0.0275337253545486,0.003389830508474576,0.006335754640839387,7,0.006335754640839387,7,0.011587685921826357
Supervised autoencoder,Multi-sweep,20260905,128,test_4,"1,2,3,5",4,295,1180,2174281,8.581199099950027,0.6693762725108635,86730,293,0.006779661016949157,8.188452881530006,0.0030720338983050667,0.34709693886371945,0.6874127984046936,0.1530219167470932,2.1249642372131348,0.022430647164583206,0.14503824710845947,0.05779203027486801,1.0440677966101695,0.008156779661016949,1.9258597502676333,0,21,0.0,1.0,3.3000000000000114,295,64.21462008532227,0.5016767194165802,26.894412939846504,0,125,19.0,66.0,105.0,86730,14,0.027326184711172603,0.006779661016949152,0.010065721203735731,9,0.007932664591260232,7,0.014723855643952496
Supervised autoencoder,Multi-sweep,20260905,128,test_5,"1,2,3,4",5,295,1180,2174281,9.172018300043419,0.6101166091512068,86730,293,0.006779661016949157,8.191011822215307,0.0029396186440677763,0.3416121859910205,0.6908096075057983,0.15233302116394043,2.14145827293396,0.021765094250440598,0.14307062327861786,0.05930932238698006,1.3796610169491526,0.010778601694915254,1.841950650159991,0,16,0.0,1.0,4.0,295,64.21337484146201,0.501666990948922,26.614603771058462,0,122,19.0,66.0,104.0,86730,14,0.02694569353164995,0.003389830508474576,0.009742880202928628,9,0.009742880202928628,9,0.01795226565202352
