Method,Scenario,Seed,ID_Bits,Fold,Training_Indices,Authentication_Index,Devices,Enrollment_Rows,Parameter_Count,Fit_Seconds,Mean_Transform_Milliseconds,Directed_Impostor_Comparisons,Unique_Identifiers,Collision_Rate,Empirical_Codeword_Entropy_Bits,Mean_Absolute_Bit_Bias,Mean_Absolute_Bit_Correlation,Final_Total_Loss,Final_Reconstruction_Loss,Final_Classification_Loss,Final_Balance_Loss,Final_Decorrelation_Loss,Final_Quantization_Loss,Intra_Mean,Intra_Mean_Normalized,Intra_Std,Intra_Min,Intra_Max,Intra_Q05,Intra_Median,Intra_Q95,Intra_Count,Inter_Mean,Inter_Mean_Normalized,Inter_Std,Inter_Min,Inter_Max,Inter_Q05,Inter_Median,Inter_Q95,Inter_Count,Fixed_Threshold,FAR_At_Fixed_Threshold,FRR_At_Fixed_Threshold,Descriptive_EER,Descriptive_EER_Threshold,Minimum_Balanced_Error,Minimum_Balanced_Error_Threshold,Empirical_Overlap_Coefficient
Supervised autoencoder,Single-sweep,20260903,128,enroll_3_test_4,3,4,295,295,2174281,2.7044114000163972,0.5474850837283342,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.3491765677727778,0.7034003734588623,0.15599238872528076,2.1776866912841797,0.018184365704655647,0.14805573225021362,0.059653498232364655,1.0372881355932204,0.008103813559322035,4.833482227536,0,72,0.0,0.0,3.0,295,64.21402052346362,0.5016720353395595,27.23045777453609,1,120,18.0,67.0,104.0,86730,14,0.03307967254698489,0.006779661016949152,0.00710826703562781,7,0.005978323532802952,6,0.011956647065605903
Supervised autoencoder,Single-sweep,20260903,128,enroll_3_test_5,3,5,295,295,2174281,2.8056560000404716,0.5242389820168837,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.3491765677727778,0.7034003734588623,0.15599238872528076,2.1776866912841797,0.018184365704655647,0.14805573225021362,0.059653498232364655,1.2813559322033898,0.010010593220338983,4.540688108131887,0,73,0.0,1.0,3.0,295,64.21332872131903,0.5016666306353049,27.21121790414379,0,120,18.0,67.0,104.0,86730,14,0.033194972904416004,0.006779661016949152,0.01010607632883662,8,0.007759714055113571,6,0.015404127752796034
Supervised autoencoder,Single-sweep,20260903,128,enroll_4_test_1,4,1,295,295,2174281,2.8281373999780044,0.5934562695891423,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.323260483034456,0.648098886013031,0.1494058072566986,1.983740210533142,0.016561144962906837,0.13075166940689087,0.06225199997425079,2.1966101694915254,0.017161016949152542,2.7716964832272533,0,25,0.0,2.0,6.0,295,64.21042315231178,0.5016439308774358,25.444276780847876,0,123,20.0,67.0,101.0,86730,14,0.02368269341634959,0.010169491525423728,0.01349014181943964,11,0.012100772512394789,10,0.024201545024789578
Supervised autoencoder,Single-sweep,20260903,128,enroll_4_test_2,4,2,295,295,2174281,2.8244919999851845,0.5485861039310063,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.323260483034456,0.648098886013031,0.1494058072566986,1.983740210533142,0.016561144962906837,0.13075166940689087,0.06225199997425079,1.6542372881355931,0.012923728813559321,3.4556136933871233,0,45,0.0,1.0,5.0,295,64.21261385910296,0.5016610457742419,25.432802521793764,0,122,20.0,67.0,101.0,86730,14,0.02352127291594604,0.010169491525423728,0.010498097544102386,10,0.009270148737461086,9,0.01854029747492217
Supervised autoencoder,Single-sweep,20260903,128,enroll_4_test_3,4,3,295,295,2174281,2.816452400002163,0.4374389818837961,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.323260483034456,0.648098886013031,0.1494058072566986,1.983740210533142,0.016561144962906837,0.13075166940689087,0.06225199997425079,1.1016949152542372,0.008606991525423728,4.559116288841308,0,74,0.0,1.0,3.0,295,64.21429724432146,0.5016741972212614,25.42889419952699,0,122,20.0,67.0,101.0,86730,14,0.023290672201083825,0.006779661016949152,0.006462585034013605,8,0.004421768707482994,5,0.008843537414965985
Supervised autoencoder,Single-sweep,20260903,128,enroll_4_test_5,4,5,295,295,2174281,2.6836754999822006,0.5565010176939984,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.323260483034456,0.648098886013031,0.1494058072566986,1.983740210533142,0.016561144962906837,0.13075166940689087,0.06225199997425079,0.6915254237288135,0.005402542372881356,1.2629314963557958,0,14,0.0,0.0,3.0,295,64.2155655482532,0.5016841058457281,25.402820228576594,0,122,20.0,67.0,101.0,86730,14,0.023221491986625157,0.0,0.006445289980398939,8,0.004381413582382105,5,0.007586763518966908
Supervised autoencoder,Single-sweep,20260903,128,enroll_5_test_1,5,1,295,295,2174281,2.7654923000372946,0.5358179666149288,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3238426093064375,0.6533284187316895,0.14981096982955933,2.00325870513916,0.015295777469873428,0.1299150288105011,0.06388715654611588,2.2644067796610168,0.017690677966101694,2.7376042652069073,0,19,0.0,1.0,7.300000000000011,295,64.20982359045313,0.501639246800415,25.345176161685018,0,120,20.0,67.0,101.0,86730,14,0.02512394788423844,0.006779661016949152,0.017427649025711978,12,0.014181943964026288,13,0.02541219877781621
Supervised autoencoder,Single-sweep,20260903,128,enroll_5_test_2,5,2,295,295,2174281,2.952816899982281,0.4754942362354595,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3238426093064375,0.6533284187316895,0.14981096982955933,2.00325870513916,0.015295777469873428,0.1299150288105011,0.06388715654611588,1.5491525423728814,0.012102754237288136,3.1031239954396677,0,37,0.0,1.0,5.0,295,64.21203735731581,0.5016565418540297,25.327957522132568,1,120,20.0,67.0,101.0,86730,14,0.025204658134440217,0.006779661016949152,0.009737115185057073,9,0.009333563934048196,10,0.018667127868096392
Supervised autoencoder,Single-sweep,20260903,128,enroll_5_test_3,5,3,295,295,2174281,2.7347663000109605,0.5168359314280925,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3238426093064375,0.6533284187316895,0.14981096982955933,2.00325870513916,0.015295777469873428,0.1299150288105011,0.06388715654611588,1.1491525423728814,0.008977754237288136,4.152467215192711,0,69,0.0,1.0,3.0,295,64.21360544217687,0.5016687925170068,25.312248439888986,1,122,20.0,67.0,101.0,86730,14,0.025158537991467774,0.003389830508474576,0.007062146892655367,8,0.006041738729390061,7,0.011264844921019255
Supervised autoencoder,Single-sweep,20260903,128,enroll_5_test_4,5,4,295,295,2174281,2.665800600021612,0.5368301706088675,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3238426093064375,0.6533284187316895,0.14981096982955933,2.00325870513916,0.015295777469873428,0.1299150288105011,0.06388715654611588,0.7254237288135593,0.005667372881355932,1.268079218691484,0,16,0.0,0.0,2.0,295,64.21528882739537,0.5016819439640263,25.315706350640436,1,122,20.0,67.0,101.0,86730,14,0.02512394788423844,0.003389830508474576,0.0034936008301625736,6,0.0028940389715208115,5,0.005788077943041623
Supervised autoencoder,Multi-sweep,20260903,128,test_1,"2,3,4,5",1,295,1180,2174281,7.390417799993884,0.658672878329279,86730,295,0.0,8.204571144249204,0.0026483050847457413,0.3232832279793986,0.6584593057632446,0.15083624422550201,2.019787073135376,0.014733431860804558,0.12899449467658997,0.06496866047382355,1.8440677966101695,0.01440677966101695,2.4652876628690024,0,23,0.0,1.0,5.0,295,64.21196817710135,0.5016560013836043,25.448203371965448,1,121,20.0,67.0,101.0,86730,14,0.024305315346477573,0.006779661016949152,0.009045313040470425,10,0.009045313040470425,10,0.01619970021907068
Supervised autoencoder,Multi-sweep,20260903,128,test_2,"1,3,4,5",2,295,1180,2174281,8.36906989995623,0.5013491494691599,86730,295,0.0,8.204571144249204,0.0028072033898304885,0.32353235156125243,0.6458266973495483,0.14833971858024597,1.9793908596038818,0.014272809028625488,0.12898248434066772,0.06357970833778381,1.0,0.0078125,2.835633320182744,0,36,0.0,0.0,3.0,295,64.21367462239132,0.5016693329874322,25.311988665275393,0,121,20.0,67.0,101.0,86730,14,0.02355586302317537,0.010169491525423728,0.010745993312579269,10,0.0076328836619393515,5,0.013755332641531188
Supervised autoencoder,Multi-sweep,20260903,128,test_3,"1,2,4,5",3,295,1180,2174281,7.947529099998064,0.525609492048053,86730,292,0.01016949152542368,8.184232161198358,0.0028866525423728614,0.3255505423454988,0.659559428691864,0.15147645771503448,2.0217437744140625,0.013659907504916191,0.13101798295974731,0.06538397073745728,0.8915254237288136,0.006965042372881356,4.068515588484233,0,68,0.0,0.0,3.0,295,64.21404358353512,0.5016722154963681,25.554181763333,0,121,20.0,67.0,102.0,86730,14,0.024731926668972674,0.003389830508474576,0.003113109650639917,6,0.003113109650639917,6,0.006226219301279834
Supervised autoencoder,Multi-sweep,20260903,128,test_4,"1,2,3,5",4,295,1180,2174281,8.213665499992203,0.5476305065913347,86730,295,0.0,8.204571144249204,0.003098516949152524,0.3249832950471347,0.6578308343887329,0.14967244863510132,2.021831750869751,0.014740548096597195,0.1342698335647583,0.062071848660707474,1.064406779661017,0.008315677966101696,2.4101375120861395,0,27,0.0,1.0,3.0,295,64.21427418424997,0.5016740170644529,25.51784374182515,1,122,20.0,67.0,101.0,86730,14,0.02424766516776202,0.006779661016949152,0.006583650409316268,8,0.006583650409316268,8,0.013167300818632537
Supervised autoencoder,Multi-sweep,20260903,128,test_5,"1,2,3,4",5,295,1180,2174281,8.212381299992558,0.4873888140891568,86730,295,0.0,8.204571144249204,0.002939618644067779,0.3255518673178374,0.6707926988601685,0.15100345015525818,2.0680766105651855,0.015636762604117393,0.1325678527355194,0.06625647097826004,1.2677966101694915,0.009904661016949153,1.8986605265888277,0,22,0.0,1.0,4.0,295,64.21344402167647,0.5016675314193474,25.62807886697362,0,119,20.0,67.0,102.0,86730,14,0.024697336561743343,0.003389830508474576,0.00510204081632653,8,0.00510204081632653,8,0.01020408163265306
Supervised autoencoder,Single-sweep,20260904,128,enroll_1_test_2,1,2,295,295,2174281,3.1863551000133157,0.5749549138580717,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3232370484637774,0.6125559210777283,0.14433299005031586,1.8619376420974731,0.017278630286455154,0.12666654586791992,0.06079376861453056,1.8271186440677967,0.014274364406779661,3.4167370413429876,0,39,0.0,1.0,6.0,295,64.21088435374149,0.5016475340136054,25.1678654212673,1,121,21.0,66.0,102.0,86730,14,0.019762481263691917,0.010169491525423728,0.010244436757753949,11,0.008042199930819786,9,0.01608439986163957
Supervised autoencoder,Single-sweep,20260904,128,enroll_1_test_3,1,3,295,295,2174281,2.7542011000332423,0.5567522019037378,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3232370484637774,0.6125559210777283,0.14433299005031586,1.8619376420974731,0.017278630286455154,0.12666654586791992,0.06079376861453056,2.389830508474576,0.018670550847457626,4.824882181609516,0,74,0.0,1.0,7.300000000000011,295,64.20883200737923,0.5016315000576502,25.15552739379673,0,121,21.0,66.0,102.0,86730,14,0.019820131442407473,0.006779661016949152,0.010215611668396171,11,0.009915830739075291,12,0.019831661478150582
Supervised autoencoder,Single-sweep,20260904,128,enroll_1_test_4,1,4,295,295,2174281,2.685725299990736,0.5076091523455867,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3232370484637774,0.6125559210777283,0.14433299005031586,1.8619376420974731,0.017278630286455154,0.12666654586791992,0.06079376861453056,2.454237288135593,0.01917372881355932,2.835112808581058,0,23,0.0,2.0,8.0,295,64.20860140666436,0.5016296984895653,25.158956195839032,0,120,21.0,66.0,102.0,86730,14,0.019566470656059032,0.006779661016949152,0.011581920903954802,12,0.011432030439294362,13,0.020834774587801225
Supervised autoencoder,Single-sweep,20260904,128,enroll_1_test_5,1,5,295,295,2174281,2.8748451999854296,0.5200491521617997,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3232370484637774,0.6125559210777283,0.14433299005031586,1.8619376420974731,0.017278630286455154,0.12666654586791992,0.06079376861453056,2.664406779661017,0.020815677966101696,2.6635459659782574,0,15,0.0,2.0,8.0,295,64.2078634843768,0.5016239334716938,25.151186166121217,0,121,21.0,66.0,102.0,86730,14,0.01954341058457281,0.003389830508474576,0.010198316614781506,11,0.009754410238671738,13,0.019508820477343477
Supervised autoencoder,Single-sweep,20260904,128,enroll_2_test_1,2,1,295,295,2174281,2.7961437999620102,0.625023392021214,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3291585697510537,0.6267706751823425,0.14632920920848846,1.9101495742797852,0.020192112773656845,0.1295710802078247,0.059880416840314865,1.776271186440678,0.013877118644067796,3.4152687857017523,0,38,0.0,1.0,6.300000000000011,295,64.2125446788885,0.5016605053038165,25.65235120355244,1,123,20.0,66.0,103.0,86730,14,0.021572696875360314,0.006779661016949152,0.01063069295514816,11,0.009996540989277066,9,0.01896690879741727
Supervised autoencoder,Single-sweep,20260904,128,enroll_2_test_3,2,3,295,295,2174281,2.9952691000071354,0.7216488151274368,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3291585697510537,0.6267706751823425,0.14632920920848846,1.9101495742797852,0.020192112773656845,0.1295710802078247,0.059880416840314865,1.4983050847457626,0.01170550847457627,5.427239546056557,0,78,0.0,1.0,4.0,295,64.21245243860255,0.5016597846765825,25.626042212855488,1,123,20.0,66.0,103.0,86730,14,0.021722587340020753,0.010169491525423728,0.010694108151735271,11,0.008520696414158884,7,0.016245820362043122
Supervised autoencoder,Single-sweep,20260904,128,enroll_2_test_4,2,4,295,295,2174281,3.1249075999949127,0.5563325410456224,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3291585697510537,0.6267706751823425,0.14632920920848846,1.9101495742797852,0.020192112773656845,0.1295710802078247,0.059880416840314865,1.6406779661016948,0.01281779661016949,3.395631379282598,0,37,0.0,1.0,5.0,295,64.21199123717284,0.5016561815404128,25.64901909127667,1,124,20.0,66.0,103.0,86730,14,0.0216649371613052,0.010169491525423728,0.010803643491294822,11,0.00911449325492909,8,0.017410353972097312
Supervised autoencoder,Single-sweep,20260904,128,enroll_2_test_5,2,5,295,295,2174281,2.785648399963975,0.5429884740467168,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.3291585697510537,0.6267706751823425,0.14632920920848846,1.9101495742797852,0.020192112773656845,0.1295710802078247,0.059880416840314865,1.823728813559322,0.014247881355932203,3.2465753271376903,0,37,0.0,1.0,5.0,295,64.21123025481378,0.5016502363657327,25.6209674974781,1,124,20.0,66.0,103.0,86730,14,0.0213420961604981,0.006779661016949152,0.011293670010377031,10,0.009143318344286867,11,0.01578461893231869
Supervised autoencoder,Single-sweep,20260904,128,enroll_3_test_1,3,1,295,295,2174281,2.723098199989181,0.5058406789045212,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32259066373942585,0.6157463788986206,0.14435690641403198,1.8744057416915894,0.01907987892627716,0.12292797863483429,0.06047937273979187,2.233898305084746,0.017452330508474577,4.384132263505366,0,66,0.0,1.0,6.0,295,64.21081517352704,0.50164699354318,25.19897491406645,0,120,21.0,66.0,102.0,86730,14,0.020281332872131904,0.006779661016949152,0.012089242476651677,11,0.010930473884469043,10,0.02107690533840655
Supervised autoencoder,Single-sweep,20260904,128,enroll_3_test_2,3,2,295,295,2174281,2.6495717999641784,0.5319928811563147,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32259066373942585,0.6157463788986206,0.14435690641403198,1.8744057416915894,0.01907987892627716,0.12292797863483429,0.06047937273979187,1.471186440677966,0.01149364406779661,4.731392154199684,0,64,0.0,1.0,4.0,295,64.21295976017525,0.5016637481263692,25.11724507857145,1,120,21.0,66.0,102.0,86730,14,0.019439640262884816,0.010169491525423728,0.010296321918597948,11,0.008226680502709558,9,0.01548483800299781
Supervised autoencoder,Single-sweep,20260904,128,enroll_3_test_4,3,4,295,295,2174281,2.7957329000346363,0.5689915257774419,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32259066373942585,0.6157463788986206,0.14435690641403198,1.8744057416915894,0.01907987892627716,0.12292797863483429,0.06047937273979187,1.0101694915254238,0.007891949152542373,4.030905053385183,0,64,0.0,0.0,3.0,295,64.21445866482186,0.5016754583189208,25.080541793288397,0,120,21.0,66.0,102.0,86730,14,0.019128329297820823,0.006779661016949152,0.006485645105499828,9,0.004917560244436758,7,0.009835120488873516
Supervised autoencoder,Single-sweep,20260904,128,enroll_3_test_5,3,5,295,295,2174281,2.7912761000334285,0.5182911860914428,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32259066373942585,0.6157463788986206,0.14435690641403198,1.8744057416915894,0.01907987892627716,0.12292797863483429,0.06047937273979187,1.1966101694915254,0.009348516949152542,3.996851060764843,0,66,0.0,1.0,3.3000000000000114,295,64.21365156231984,0.5016691528306237,25.063285563417413,0,120,21.0,66.0,101.0,86730,14,0.01908220915484838,0.003389830508474576,0.0032514700795572464,7,0.0032514700795572464,7,0.006502940159114493
Supervised autoencoder,Single-sweep,20260904,128,enroll_4_test_1,4,1,295,295,2174281,2.8958582999766804,0.5163806792490689,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.324363146314601,0.6317374110221863,0.14653001725673676,1.929813265800476,0.016726113855838776,0.12828104197978973,0.06349892914295197,2.4237288135593222,0.018935381355932205,2.8749645950526785,0,21,0.0,2.0,8.0,295,64.21012337138245,0.5016415888389254,25.470698902332895,0,122,21.0,66.0,103.0,86730,14,0.02111149544563588,0.006779661016949152,0.012636919174449441,11,0.012250662977055229,13,0.024501325954110455
Supervised autoencoder,Single-sweep,20260904,128,enroll_4_test_2,4,2,295,295,2174281,2.733487299992703,0.46083423865453926,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.324363146314601,0.6317374110221863,0.14653001725673676,1.929813265800476,0.016726113855838776,0.12828104197978973,0.06349892914295197,1.6135593220338984,0.012605932203389831,3.5108896496006543,0,47,0.0,1.0,5.0,295,64.21231407817365,0.5016587037357316,25.41511790926383,0,122,21.0,66.0,102.0,86730,14,0.020719474230370113,0.010169491525423728,0.0095526346131673,10,0.008497636342672662,9,0.01699527268534532
Supervised autoencoder,Single-sweep,20260904,128,enroll_4_test_3,4,3,295,295,2174281,2.678733700013254,0.5311945765042456,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.324363146314601,0.6317374110221863,0.14653001725673676,1.929813265800476,0.016726113855838776,0.12828104197978973,0.06349892914295197,1.0542372881355933,0.008236228813559322,4.515706604063092,0,74,0.0,0.0,3.0,295,64.2139052231062,0.5016711345555172,25.41980464741618,0,122,21.0,66.0,102.0,86730,14,0.020707944194627004,0.006779661016949152,0.006802721088435374,9,0.005851493139628733,8,0.011011184134670818
Supervised autoencoder,Single-sweep,20260904,128,enroll_4_test_5,4,5,295,295,2174281,2.7184301000088453,0.4925508464497151,86730,295,0.0,8.204571144249204,0.0016949152542372614,0.324363146314601,0.6317374110221863,0.14653001725673676,1.929813265800476,0.016726113855838776,0.12828104197978973,0.06349892914295197,0.7322033898305085,0.0057203389830508475,1.1306552007494006,0,10,0.0,0.0,3.0,295,64.21501210653753,0.5016797820823244,25.401186765782924,1,122,21.0,66.0,102.0,86730,14,0.020604173872939006,0.0,0.0035108958837772397,7,0.0028825089357777008,6,0.004496713939813214
Supervised autoencoder,Single-sweep,20260904,128,enroll_5_test_1,5,1,295,295,2174281,2.647447200026363,0.5699996591813988,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32882899282558253,0.6400012373924255,0.1479356735944748,1.957100749015808,0.01705889031291008,0.13442137837409973,0.0593252032995224,2.5762711864406778,0.020127118644067795,2.7442171097155175,0,18,0.0,2.0,8.0,295,64.20922402859449,0.5016345627233945,25.744522667540476,0,123,20.0,66.0,103.0,86730,14,0.02196471809062608,0.003389830508474576,0.014689265536723164,11,0.011028479188285483,12,0.02205695837657097
Supervised autoencoder,Single-sweep,20260904,128,enroll_5_test_2,5,2,295,295,2174281,2.8628165000118315,0.5454901684770139,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32882899282558253,0.6400012373924255,0.1479356735944748,1.957100749015808,0.01705889031291008,0.13442137837409973,0.0593252032995224,1.823728813559322,0.014247881355932203,3.8583921690633525,0,50,0.0,1.0,5.0,295,64.21132249509974,0.5016509569929667,25.723806549587298,0,122,20.0,66.0,103.0,86730,14,0.021872477804681194,0.006779661016949152,0.009938890810561513,10,0.009938890810561513,10,0.018321226795803065
Supervised autoencoder,Single-sweep,20260904,128,enroll_5_test_3,5,3,295,295,2174281,2.8294276000233367,0.5476481368039119,86730,294,0.003389830508474523,8.197791483232255,0.0016949152542372614,0.32882899282558253,0.6400012373924255,0.1479356735944748,1.957100749015808,0.01705889031291008,0.13442137837409973,0.0593252032995224,1.311864406779661,0.010248940677966101,4.662525546455254,0,78,0.0,1.0,3.3000000000000114,295,64.21323648103309,0.501665910008071,25.695381504466898,0,122,20.0,66.0,103.0,86730,14,0.02190706791191053,0.003389830508474576,0.0059898535685460625,8,0.005223106191629194,7,0.008278565663553557
