Row_Type,Method,Scenario,Cohort_Protocol,Seed,ID_Bits,Devices,Fold_Count,Mean_Fit_Seconds,Mean_Fit_Seconds_Std,Mean_Transform_Milliseconds,Mean_Transform_Milliseconds_Std,Parameter_Count_Or_Stored_Floats,Approx_Model_Storage_KiB_Float32,Combined_Authentication_Rate,Combined_Authentication_Rate_Std,Descriptive_EER,Descriptive_EER_Std,Configuration
single_run,Linear PCA,Single-sweep,,,128,295,20,,,,,512256.0,2001.0,0.985593220338983,,0.0,,
single_run,Linear PCA,Multi-sweep,,,128,295,5,,,,,512256.0,2001.0,0.992542372881356,,0.0,,
single_run,Kernel PCA,Single-sweep,,,128,295,20,0.1143712500019319,,31.2408574915272,,1218350.0,4759.1796875,0.9876271186440678,,0.003951343249164,,"Kernel=rbf; Gamma=0.0002498750624687; Degree=3; Coef0=1.0; Eigen_Solver=auto; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True; Sweep_Indices=1,2,3,4,5; Random_Seed=20260903"
single_run,Kernel PCA,Multi-sweep,,,128,295,5,1.5916246400011005,,38.24421301693754,,4873400.0,19036.71875,0.991186440677966,,0.0018920788654444,,"Kernel=rbf; Gamma=0.0002498750624687; Degree=3; Coef0=1.0; Eigen_Solver=auto; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True; Sweep_Indices=1,2,3,4,5; Random_Seed=20260903"
single_run,Supervised autoencoder,Single-sweep,,20260903,128,295,20,3.0638464750001733,,0.6596947457272385,,2174281.0,8493.28515625,0.9442372881355932,,0.0113008762827164,,"Method=supervised autoencoder; Epochs=100; Learning_Rate=0.001; Weight_Decay=0.0001; Reconstruction_Weight=1.0; Classification_Weight=0.25; Balance_Weight=0.05; Decorrelation_Weight=0.01; Quantization_Weight=0.01; Hidden_Widths=(256, 128); Seeds=[20260903, 20260904, 20260905]; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True"
single_run,Supervised autoencoder,Multi-sweep,,20260903,128,295,5,8.43681848000124,,0.610773694845532,,2174281.0,8493.28515625,0.9552542372881356,,0.0070436988354663,,"Method=supervised autoencoder; Epochs=100; Learning_Rate=0.001; Weight_Decay=0.0001; Reconstruction_Weight=1.0; Classification_Weight=0.25; Balance_Weight=0.05; Decorrelation_Weight=0.01; Quantization_Weight=0.01; Hidden_Widths=(256, 128); Seeds=[20260903, 20260904, 20260905]; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True"
single_run,Supervised autoencoder,Single-sweep,,20260904,128,295,20,2.8860845949999203,,0.6046993559400523,,2174281.0,8493.28515625,0.9540677966101696,,0.010022483569699,,"Method=supervised autoencoder; Epochs=100; Learning_Rate=0.001; Weight_Decay=0.0001; Reconstruction_Weight=1.0; Classification_Weight=0.25; Balance_Weight=0.05; Decorrelation_Weight=0.01; Quantization_Weight=0.01; Hidden_Widths=(256, 128); Seeds=[20260903, 20260904, 20260905]; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True"
single_run,Supervised autoencoder,Multi-sweep,,20260904,128,295,5,8.26587589999981,,0.6362177625937797,,2174281.0,8493.28515625,0.9708474576271188,,0.0073792228755909,,"Method=supervised autoencoder; Epochs=100; Learning_Rate=0.001; Weight_Decay=0.0001; Reconstruction_Weight=1.0; Classification_Weight=0.25; Balance_Weight=0.05; Decorrelation_Weight=0.01; Quantization_Weight=0.01; Hidden_Widths=(256, 128); Seeds=[20260903, 20260904, 20260905]; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True"
single_run,Supervised autoencoder,Single-sweep,,20260905,128,295,20,2.941229135000321,,0.6526005254543911,,2174281.0,8493.28515625,0.9101694915254236,,0.0123331027326184,,"Method=supervised autoencoder; Epochs=100; Learning_Rate=0.001; Weight_Decay=0.0001; Reconstruction_Weight=1.0; Classification_Weight=0.25; Balance_Weight=0.05; Decorrelation_Weight=0.01; Quantization_Weight=0.01; Hidden_Widths=(256, 128); Seeds=[20260903, 20260904, 20260905]; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True"
single_run,Supervised autoencoder,Multi-sweep,,20260905,128,295,5,8.405969739997818,,0.5929227796051715,,2174281.0,8493.28515625,0.9471186440677966,,0.0105661247549867,,"Method=supervised autoencoder; Epochs=100; Learning_Rate=0.001; Weight_Decay=0.0001; Reconstruction_Weight=1.0; Classification_Weight=0.25; Balance_Weight=0.05; Decorrelation_Weight=0.01; Quantization_Weight=0.01; Hidden_Widths=(256, 128); Seeds=[20260903, 20260904, 20260905]; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True"
single_run,Unsupervised autoencoder,Single-sweep,,20260903,128,295,20,2.6780079399995884,,0.5770258814349506,,2136226.0,8344.6328125,0.7622033898305085,,0.0240796148968061,,"Method=unsupervised reconstruction autoencoder; Epochs=100; Learning_Rate=0.001; Weight_Decay=0.0001; Reconstruction_Weight=1.0; Balance_Weight=0.05; Decorrelation_Weight=0.01; Quantization_Weight=0.01; Hidden_Widths=(256, 128); Seeds=[20260903, 20260904, 20260905]; Frequency_Start_Hz=10000; Frequency_End_Hz=1000000; Frequency_Points=2001; Use_Phase=True"
