Method,ID_Bits,Bits_Per_Feature,Fold,Enrollment_Index,Authentication_Index,Devices,Fit_Seconds,Mean_Transform_Milliseconds,Directed_Impostor_Comparisons,Intra_Mean,Intra_Mean_Normalized,Intra_Std,Intra_Min,Intra_Q05,Intra_Median,Intra_Q95,Intra_Max,Intra_Count,Inter_Mean,Inter_Mean_Normalized,Inter_Std,Inter_Min,Inter_Q05,Inter_Median,Inter_Q95,Inter_Max,Inter_Count,Fixed_Threshold,Fixed_Threshold_Normalized,FAR_At_Fixed_Threshold,FRR_At_Fixed_Threshold,Descriptive_EER,Descriptive_EER_Threshold,Minimum_Balanced_Error,Minimum_Balanced_Error_Threshold,Empirical_Overlap_Coefficient,Unique_Identifiers,Collision_Rate,Empirical_Codeword_Entropy_Bits,Active_Bit_Count,Constant_Bit_Count,Active_Bit_Fraction,Mean_Absolute_Bit_Bias,Mean_Absolute_Bit_Correlation
Direct-Scalar,18,6,enroll_3_test_2,3,2,295,0.009463900001719594,0.05959864346689339,86730,0.8542372881355932,0.04745762711864407,1.405446407148551,0,0.0,0.0,4.0,9,295,3.0850916637841577,0.1713939813213421,1.6179433206219216,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6471809062608094,0.0576271186440678,0.17608094085091663,1,0.17608094085091663,1,0.34557823129251697,59,0.8,5.58768896520832,18,0,1.0,0.3448210922787194,0.40209359565828356
Direct-Scalar,18,6,enroll_3_test_4,3,4,295,0.008413699979428202,0.06582203115952218,86730,0.7661016949152543,0.04256120527306968,1.2328566144527264,0,0.0,0.0,3.3000000000000114,6,295,3.119566470656059,0.17330924836978104,1.7636660030424893,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6471347861178369,0.05084745762711865,0.16295976017525654,1,0.16295976017525654,1,0.325919520350513,59,0.8,5.58768896520832,18,0,1.0,0.3448210922787194,0.40209359565828356
Direct-Scalar,18,6,enroll_3_test_5,3,5,295,0.009766999981366098,0.06435457439461754,86730,0.8101694915254237,0.045009416195856876,1.3694547943469857,0,0.0,0.0,4.0,11,295,3.0887812752219532,0.17159895973455297,1.688067036233539,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6491064222299089,0.06779661016949153,0.16170298627925747,1,0.16170298627925747,1,0.32081171451631496,59,0.8,5.58768896520832,18,0,1.0,0.3448210922787194,0.40209359565828356
Direct-Scalar,18,6,enroll_4_test_1,4,1,295,0.008247499994467944,0.05396610161415854,86730,1.5559322033898304,0.08644067796610169,1.4671309391689948,0,0.0,1.0,4.0,9,295,3.0908105615127406,0.17171169786181892,1.683958305303584,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6468465352242592,0.12203389830508475,0.28161535800760984,2,0.2615358007609824,1,0.5197970713709212,58,0.8033898305084746,5.575481869939947,18,0,1.0,0.3429378531073446,0.41029726120578874
Direct-Scalar,18,6,enroll_4_test_2,4,2,295,0.007609999971464276,0.060572880280788166,86730,1.0813559322033899,0.06007532956685499,1.4142706319868215,0,0.0,1.0,4.0,11,295,3.0794650063415197,0.17108138924119554,1.618101176490799,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6493946731234866,0.07457627118644068,0.2017295053614666,1,0.2017295053614666,1,0.40164879511126483,58,0.8033898305084746,5.575481869939947,18,0,1.0,0.3429378531073446,0.41029726120578874
Direct-Scalar,18,6,enroll_4_test_3,4,3,295,0.0074275999795645475,0.05308779457710305,86730,0.6677966101694915,0.03709981167608287,1.136057252492519,0,0.0,0.0,3.0,6,295,3.120304392943618,0.17335024405242322,1.7606648034295085,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6474115069756716,0.03728813559322034,0.14761328260117607,1,0.14761328260117607,1,0.29522656520235213,58,0.8033898305084746,5.575481869939947,18,0,1.0,0.3429378531073446,0.41029726120578874
Direct-Scalar,18,6,enroll_4_test_5,4,5,295,0.007904199999757111,0.057442033450292834,86730,0.6745762711864407,0.037476459510357815,1.2680792186914842,0,0.0,0.0,4.0,9,295,3.0891271762942467,0.17161817646079147,1.6879463481769768,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6488642914793036,0.05423728813559322,0.14320880894730773,1,0.14320880894730773,1,0.28310849763634266,58,0.8033898305084746,5.575481869939947,18,0,1.0,0.3429378531073446,0.41029726120578874
Direct-Scalar,18,6,enroll_5_test_1,5,1,295,0.007900999975390732,0.07176338912035196,86730,1.583050847457627,0.0879472693032015,1.5249793733826293,0,0.0,1.0,4.0,6,295,3.0586187017179753,0.16992326120655418,1.5989465975951538,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.651193358699412,0.1288135593220339,0.30752911334025135,2,0.27104808024904875,1,0.5386947999538798,57,0.8067796610169491,5.521736135693659,18,0,1.0,0.3444444444444444,0.4692002195717557
Direct-Scalar,18,6,enroll_5_test_2,5,2,295,0.008370499999728054,0.08529084734618664,86730,1.1627118644067798,0.06459510357815443,1.424028288467387,0,0.0,1.0,4.0,8,295,3.0485414504784965,0.16936341391547202,1.5363237178214975,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6518966908797418,0.09152542372881356,0.21217571774472502,1,0.21217571774472502,1,0.42096160498097546,57,0.8067796610169491,5.521736135693659,18,0,1.0,0.3444444444444444,0.4692002195717557
Direct-Scalar,18,6,enroll_5_test_3,5,3,295,0.009218299994245172,0.08295898432290907,86730,0.8067796610169492,0.0448210922787194,1.2988566933226315,0,0.0,0.0,4.0,9,295,3.0927476075175835,0.17181931152875463,1.687300334652704,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.6481033091202583,0.06440677966101695,0.16096506399169838,1,0.16096506399169838,1,0.31863253776086703,57,0.8067796610169491,5.521736135693659,18,0,1.0,0.3444444444444444,0.4692002195717557
Direct-Scalar,18,6,enroll_5_test_4,5,4,295,0.009365100006107241,0.08153288064808664,86730,0.7932203389830509,0.04406779661016949,1.3977465351256169,0,0.0,0.0,4.0,9,295,3.092378646373804,0.17179881368743355,1.6894785559783976,0,1.0,3.0,5.0,18,86730,3,0.16666666666666666,0.648391560013836,0.08135593220338982,0.16471232560820936,1,0.16471232560820936,1,0.3261270609938891,57,0.8067796610169491,5.521736135693659,18,0,1.0,0.3444444444444444,0.4692002195717557
PQM,18,6,enroll_1_test_2,1,2,295,0.004888799972832203,0.04438203463520286,86730,1.2779661016949153,0.07099811676082862,1.3667663556569718,0,0.0,1.0,4.0,7,295,5.7794995964487486,0.32108331091381936,2.147586286548924,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17297359621814828,0.08135593220338982,0.12898650985818055,2,0.12716476421076905,3,0.2543295284215381,119,0.5966101694915253,6.693468964932102,12,6,0.6666666666666666,0.20753295668549904,0.14339669159155727
PQM,18,6,enroll_1_test_3,1,3,295,0.003806099994108081,0.03971423898523642,86730,1.3322033898305086,0.07401129943502825,1.2473701148375451,0,0.0,1.0,3.3000000000000114,7,295,5.802121526576732,0.32234008480981846,2.14845281098209,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17082900956992966,0.05084745762711865,0.11139744033206503,2,0.11083823359852416,3,0.2216764671970483,119,0.5966101694915253,6.693468964932102,12,6,0.6666666666666666,0.20753295668549904,0.14339669159155727
PQM,18,6,enroll_1_test_4,1,4,295,0.004731299995910376,0.03871830590700699,86730,1.464406779661017,0.08135593220338982,1.2980575115745991,0,0.0,1.0,4.0,7,295,5.800368961143779,0.3222427200635433,2.153153161656365,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17266228525308427,0.0711864406779661,0.1290210999654099,2,0.1219243629655252,3,0.24384872593105036,119,0.5966101694915253,6.693468964932102,12,6,0.6666666666666666,0.20753295668549904,0.14339669159155727
PQM,18,6,enroll_1_test_5,1,5,295,0.004343100008554757,0.04076949277324444,86730,1.4983050847457626,0.0832391713747646,1.3193344443295891,0,0.0,1.0,4.0,7,295,5.8015219647180905,0.3223067758176717,2.1490682586189207,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17175141242937852,0.07457627118644068,0.12835235789230948,2,0.1231638418079096,3,0.2463276836158192,119,0.5966101694915253,6.693468964932102,12,6,0.6666666666666666,0.20753295668549904,0.14339669159155727
PQM,18,6,enroll_2_test_1,2,1,295,0.007031999994069338,0.03787898359883387,86730,1.2440677966101694,0.06911487758945385,1.3657958715470349,0,0.0,1.0,4.0,7,295,5.863876398016834,0.32577091100093525,2.2811195956649657,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.18075637034474806,0.06440677966101695,0.1276893808370806,2,0.1225815750028825,3,0.245163150005765,111,0.623728813559322,6.621539199003717,12,6,0.6666666666666666,0.1983050847457627,0.17167318191876493
PQM,18,6,enroll_2_test_3,2,3,295,0.003868900006636977,0.03683389622276112,86730,1.0847457627118644,0.060263653483992465,1.3386984184467063,0,0.0,1.0,4.0,6,295,5.872408624466736,0.3262449235814853,2.2849658149723706,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.1795111264844921,0.08813559322033898,0.11987778162112303,2,0.11987778162112303,2,0.23975556324224603,111,0.623728813559322,6.621539199003717,12,6,0.6666666666666666,0.1983050847457627,0.17167318191876493
PQM,18,6,enroll_2_test_4,2,4,295,0.004023500019684434,0.043698984506082235,86730,1.1830508474576271,0.06572504708097929,1.2618354710140078,0,0.0,1.0,4.0,6,295,5.869456935316499,0.32608094085091666,2.2963414789129972,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.18279718667127867,0.08135593220338982,0.12273146546754295,2,0.12273146546754295,2,0.24546293093508592,111,0.623728813559322,6.621539199003717,12,6,0.6666666666666666,0.1983050847457627,0.17167318191876493
PQM,18,6,enroll_2_test_5,2,5,295,0.004651500028558075,0.03453864700208276,86730,1.2101694915254237,0.0672316384180791,1.2922709688332383,0,0.0,1.0,4.0,6,295,5.872800645682002,0.326266702537889,2.2923883387672617,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.18082555055920674,0.0711864406779661,0.11679926207771243,2,0.11679926207771243,2,0.23359852415542487,111,0.623728813559322,6.621539199003717,12,6,0.6666666666666666,0.1983050847457627,0.17167318191876493
PQM,18,6,enroll_3_test_1,3,1,295,0.004051700001582503,0.033049153211384505,86730,1.383050847457627,0.07683615819209039,1.2747085224213546,0,0.0,1.0,4.0,7,295,5.875821515046697,0.32643452861370537,2.1947113525122166,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.16890349360083015,0.0576271186440678,0.11406664360659519,2,0.11326530612244898,3,0.22653061224489796,112,0.6203389830508474,6.6329656719423955,12,6,0.6666666666666666,0.19717514124293783,0.15470937468151486
PQM,18,6,enroll_3_test_2,3,2,295,0.003817400021944195,0.03638203015108987,86730,1.0745762711864406,0.059698681732580035,1.4146456036014,0,0.0,1.0,5.0,6,295,5.871809062608094,0.32621161458933856,2.2032899617736197,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.1699066067104808,0.1016949152542373,0.11919174449440793,2,0.11775625504439063,1,0.23551251008878127,112,0.6203389830508474,6.6329656719423955,12,6,0.6666666666666666,0.19717514124293783,0.15470937468151486
PQM,18,6,enroll_3_test_4,3,4,295,0.006133700022473931,0.041969152270042796,86730,0.7830508474576271,0.04350282485875706,1.0974851497256477,0,0.0,1.0,4.0,5,295,5.880710250201775,0.32670612501120977,2.2005278827797574,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.16964141588838924,0.05423728813559322,0.09176178946154734,2,0.08357546408393866,1,0.16715092816787733,112,0.6203389830508474,6.6329656719423955,12,6,0.6666666666666666,0.19717514124293783,0.15470937468151486
PQM,18,6,enroll_3_test_5,3,5,295,0.004480800009332597,0.0404600010616547,86730,0.7898305084745763,0.043879472693032016,1.083220022633174,0,0.0,1.0,3.0,6,295,5.883339098351205,0.3268521721306225,2.198650726829522,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.1686267727429955,0.04067796610169491,0.08434797647872709,2,0.08434797647872709,2,0.16869595295745418,112,0.6203389830508474,6.6329656719423955,12,6,0.6666666666666666,0.19717514124293783,0.15470937468151486
PQM,18,6,enroll_4_test_1,4,1,295,0.005359899951145053,0.041013219299079,86730,1.4915254237288136,0.08286252354048965,1.379796906034528,0,0.0,1.0,5.0,7,295,5.854882970137208,0.32527127611873374,2.197018996359248,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17283523578923093,0.07796610169491526,0.12842153810676815,2,0.1254006687420731,3,0.2508013374841462,114,0.6135593220338983,6.65552506866122,12,6,0.6666666666666666,0.2005649717514124,0.16204257211262627
PQM,18,6,enroll_4_test_2,4,2,295,0.004443399957381189,0.046197627276434734,86730,1.2338983050847459,0.06854990583804144,1.3104252528719311,0,0.0,1.0,4.0,6,295,5.8547907298512625,0.32526615165840345,2.2135556459508816,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17369998846996426,0.09830508474576272,0.12168799723279142,2,0.12168799723279142,2,0.24337599446558283,114,0.6135593220338983,6.65552506866122,12,6,0.6666666666666666,0.2005649717514124,0.16204257211262627
PQM,18,6,enroll_4_test_3,4,3,295,0.00452190003124997,0.03505864504219617,86730,0.8033898305084746,0.04463276836158192,1.1317865748084477,0,0.0,1.0,3.0,6,295,5.86652830623775,0.3259182392354305,2.2087992391675524,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17205119335869942,0.04067796610169491,0.08708059494984435,2,0.08708059494984435,2,0.17416118989968868,114,0.6135593220338983,6.65552506866122,12,6,0.6666666666666666,0.2005649717514124,0.16204257211262627
PQM,18,6,enroll_4_test_5,4,5,295,0.0056211999617516994,0.04065322149071401,86730,0.7559322033898305,0.041996233521657246,1.1958361982625634,0,0.0,0.0,3.0,7,295,5.8690418540297475,0.32605788077943043,2.2084276555760867,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17238556439524963,0.04745762711864407,0.08533955955263461,2,0.08533955955263461,2,0.17067911910526923,114,0.6135593220338983,6.65552506866122,12,6,0.6666666666666666,0.2005649717514124,0.16204257211262627
PQM,18,6,enroll_5_test_1,5,1,295,0.003996499988716096,0.044059662258852335,86730,1.5220338983050847,0.08455743879472694,1.3821096706499594,0,0.0,1.0,5.0,7,295,5.878127522195319,0.3265626401219622,2.1938790488374695,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17004496713939812,0.07796610169491526,0.1296667819670241,2,0.1240055344171567,3,0.2480110688343134,114,0.6135593220338983,6.654966434639592,12,6,0.6666666666666666,0.19491525423728817,0.15621434049594976
PQM,18,6,enroll_5_test_2,5,2,295,0.004232799983583391,0.03838474542628658,86730,1.2338983050847459,0.06854990583804144,1.368823191065405,0,0.0,1.0,4.0,6,295,5.873031246396864,0.32627951368871466,2.2058606829421827,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17220108382335986,0.0847457627118644,0.11769860486567507,2,0.11769860486567507,2,0.23539720973135017,114,0.6135593220338983,6.654966434639592,12,6,0.6666666666666666,0.19491525423728817,0.15621434049594976
PQM,18,6,enroll_5_test_3,5,3,295,0.004723899997770786,0.04820813527488607,86730,0.8067796610169492,0.0448210922787194,1.0399935254213135,0,0.0,1.0,3.0,6,295,5.887374610861293,0.32707636727007183,2.2022616728959523,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17051769860486568,0.03389830508474576,0.08306814251124178,2,0.08306814251124178,2,0.16613628502248357,114,0.6135593220338983,6.654966434639592,12,6,0.6666666666666666,0.19491525423728817,0.15621434049594976
PQM,18,6,enroll_5_test_4,5,4,295,0.004585199989378452,0.04987593314026372,86730,0.7762711864406779,0.043126177024482105,1.1594537452750158,0,0.0,0.0,3.0,7,295,5.884722702640378,0.3269290390355766,2.2082263257293175,0,2.0,6.0,9.0,11,86730,3,0.16666666666666666,0.17213190360890118,0.04745762711864407,0.08886775049002651,2,0.08886775049002651,2,0.17773550098005306,114,0.6135593220338983,6.654966434639592,12,6,0.6666666666666666,0.19491525423728817,0.15621434049594976
Direct-Scalar,24,8,enroll_1_test_2,1,2,295,0.008839499962050468,0.08033389912255234,86730,2.0983050847457627,0.08742937853107345,1.5232318315769136,0,0.0,2.0,5.0,7,295,4.545878012221838,0.1894115838425766,1.9956482518550671,0,2.0,4.0,7.0,23,86730,4,0.16666666666666666,0.5082900956992966,0.08813559322033898,0.22617894615473308,3,0.2240170644528998,2,0.4480341289057996,159,0.4610169491525423,7.090254524084086,24,0,1.0,0.32372881355932204,0.4195434084912602
Direct-Scalar,24,8,enroll_1_test_3,1,3,295,0.011529400013387203,0.07415152336391857,86730,2.369491525423729,0.09872881355932205,1.7090449890473336,0,0.0,2.0,5.0,15,295,4.597186671278681,0.19154944463661172,2.1699445414322893,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5043814135823821,0.10508474576271186,0.2432261040009224,3,0.2432261040009224,3,0.4837080594949844,159,0.4610169491525423,7.090254524084086,24,0,1.0,0.32372881355932204,0.4195434084912602
Direct-Scalar,24,8,enroll_1_test_4,1,4,295,0.009613199974410236,0.0640132211906425,86730,2.5084745762711864,0.10451977401129943,1.7219361171943557,0,0.0,2.0,5.0,15,295,4.596287328490718,0.1915119720204466,2.165740327260159,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5056727775856105,0.10847457627118644,0.26981436642453593,3,0.26981436642453593,3,0.5368269341634959,159,0.4610169491525423,7.090254524084086,24,0,1.0,0.32372881355932204,0.4195434084912602
Direct-Scalar,24,8,enroll_1_test_5,1,5,295,0.008642499975394458,0.07655322216293317,86730,2.4847457627118645,0.10353107344632768,1.581871529924085,0,0.0,2.0,5.0,8,295,4.556462585034014,0.18985260770975057,2.0544760749959274,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5084053960567277,0.11186440677966102,0.27737230485414505,3,0.27737230485414505,3,0.5547446097082901,159,0.4610169491525423,7.090254524084086,24,0,1.0,0.32372881355932204,0.4195434084912602
Direct-Scalar,24,8,enroll_2_test_1,2,1,295,0.009253600030206144,0.08558067966694549,86730,2.1491525423728812,0.08954802259887006,1.6735612036917016,0,0.0,2.0,5.300000000000011,8,295,4.552865213882163,0.18970271724509014,2.0529436772832383,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5073100426611322,0.09491525423728814,0.24106422229908914,3,0.24106422229908914,3,0.4821284445981783,162,0.45084745762711864,7.1225786140952385,24,0,1.0,0.3286723163841808,0.4200327960781689
Direct-Scalar,24,8,enroll_2_test_3,2,3,295,0.009597300027962774,0.07124135420673479,86730,1.888135593220339,0.07867231638418079,1.7759815476919854,0,0.0,1.0,5.0,15,295,4.6080018448057185,0.19200007686690493,2.2226670687531187,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5060071486221607,0.07457627118644068,0.21818286636688572,3,0.19887005649717515,2,0.3944309927360775,162,0.45084745762711864,7.1225786140952385,24,0,1.0,0.3286723163841808,0.4200327960781689
Direct-Scalar,24,8,enroll_2_test_4,2,4,295,0.00994729995727539,0.08110372898153077,86730,2.077966101694915,0.08658192090395479,1.8909080528024413,0,0.0,2.0,5.300000000000011,19,295,4.602282947077136,0.19176178946154732,2.2268243672624783,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5058457281217572,0.10508474576271186,0.19410815173527038,2,0.19410815173527038,2,0.38713248011068835,162,0.45084745762711864,7.1225786140952385,24,0,1.0,0.3286723163841808,0.4200327960781689
Direct-Scalar,24,8,enroll_2_test_5,2,5,295,0.00925860001007095,0.09344982977767112,86730,2.169491525423729,0.0903954802259887,1.5358808588829538,0,0.0,2.0,5.0,7,295,4.548276259656405,0.18951151081901688,2.0609154456303473,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5098005303816442,0.06779661016949153,0.24082785656635536,3,0.23888504554364118,2,0.4777700910872823,162,0.45084745762711864,7.1225786140952385,24,0,1.0,0.3286723163841808,0.4200327960781689
Direct-Scalar,24,8,enroll_3_test_1,3,1,295,0.008555500011425465,0.08957559219166888,86730,2.4338983050847456,0.10141242937853107,1.8055668046964108,0,0.0,2.0,6.0,16,295,4.587040239824743,0.1911266766593643,2.1727486166088337,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5074714631615358,0.13559322033898305,0.24488642914793038,3,0.24488642914793038,3,0.48755909143318343,156,0.4711864406779661,7.086043105320771,24,0,1.0,0.3279661016949153,0.37044728031209806
Direct-Scalar,24,8,enroll_3_test_2,3,2,295,0.00807169999461621,0.07486983095848207,86730,1.8677966101694916,0.07782485875706215,1.6699057651898566,0,0.0,2.0,5.0,13,295,4.582151504669665,0.19092297936123603,2.10815488438586,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5065605903378301,0.07796610169491526,0.18787616741611898,2,0.18787616741611898,2,0.37248933471693757,156,0.4711864406779661,7.086043105320771,24,0,1.0,0.3279661016949153,0.37044728031209806
Direct-Scalar,24,8,enroll_3_test_4,3,4,295,0.00932080001803115,0.07331830398100665,86730,1.7186440677966102,0.07161016949152542,1.5775286985186874,0,0.0,1.0,5.0,8,295,4.625020177562551,0.19270917406510626,2.2842966856696596,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5066182405165456,0.06440677966101695,0.17891156462585034,2,0.17891156462585034,2,0.3578231292517007,156,0.4711864406779661,7.086043105320771,24,0,1.0,0.3279661016949153,0.37044728031209806
Direct-Scalar,24,8,enroll_3_test_5,3,5,295,0.009318600001279265,0.08466339026877688,86730,1.8711864406779661,0.07796610169491526,1.7232948633968816,0,0.0,2.0,5.0,16,295,4.589553787616742,0.19123140781736425,2.1750544962131606,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5071601521964718,0.0847457627118644,0.1797993773780699,2,0.1797993773780699,2,0.3571659172143434,156,0.4711864406779661,7.086043105320771,24,0,1.0,0.3279661016949153,0.37044728031209806
Direct-Scalar,24,8,enroll_4_test_1,4,1,295,0.00913999998010695,0.07714407017328224,86730,2.4237288135593222,0.10098870056497176,1.668061217559925,0,0.0,2.0,5.0,14,295,4.583719589530728,0.190988316230447,2.175981132398487,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.50863599677159,0.1152542372881356,0.24014758445751183,3,0.24014758445751183,3,0.47708981897843883,156,0.4711864406779661,7.090955002105601,24,0,1.0,0.32683615819209044,0.37896320529554584
Direct-Scalar,24,8,enroll_4_test_2,4,2,295,0.010799599986057729,0.066820678293263,86730,1.9661016949152543,0.08192090395480227,1.65745175379363,0,0.0,2.0,5.0,15,295,4.58169030323994,0.1909037626349975,2.112963912939161,0,2.0,4.0,7.0,23,86730,4,0.16666666666666666,0.5070448518390407,0.06779661016949153,0.20127406894961375,2,0.20127406894961375,2,0.40024213075060533,156,0.4711864406779661,7.090955002105601,24,0,1.0,0.32683615819209044,0.37896320529554584
Direct-Scalar,24,8,enroll_4_test_3,4,3,295,0.012373900040984154,0.0723179676412147,86730,1.5932203389830508,0.06638418079096045,1.5086896155430722,0,0.0,1.0,4.0,8,295,4.628940389715208,0.19287251623813365,2.2868030828126265,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5046581344402168,0.04745762711864407,0.16858065260002306,2,0.16858065260002306,2,0.3371613052000461,156,0.4711864406779661,7.090955002105601,24,0,1.0,0.32683615819209044,0.37896320529554584
Direct-Scalar,24,8,enroll_4_test_5,4,5,295,0.013224599999375641,0.09131321991336043,86730,1.7084745762711864,0.0711864406779661,1.7813554549849104,0,0.0,1.0,5.0,14,295,4.591329413121181,0.19130539221338252,2.180428848673079,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.507494523233022,0.07796610169491526,0.19007263922518158,2,0.19007263922518158,2,0.37700910872823706,156,0.4711864406779661,7.090955002105601,24,0,1.0,0.32683615819209044,0.37896320529554584
Direct-Scalar,24,8,enroll_5_test_1,5,1,295,0.013719300040975213,0.1982477939514033,86730,2.6,0.10833333333333334,1.7130948244481448,0,0.0,2.0,6.0,7,295,4.543387524501326,0.18930781352088857,2.0618351893611035,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5110918943848726,0.15932203389830507,0.28010492332526227,3,0.28010492332526227,3,0.5602098466505246,162,0.45084745762711864,7.1361922155562665,24,0,1.0,0.3299435028248588,0.4208226287913507
Direct-Scalar,24,8,enroll_5_test_2,5,2,295,0.031320400012191385,0.2099871157936878,86730,2.159322033898305,0.08997175141242937,1.57306393736665,0,0.0,2.0,5.0,8,295,4.5350628386948,0.18896095161228332,2.00094488716248,0,2.0,4.0,7.0,23,86730,4,0.16666666666666666,0.5109996540989277,0.09152542372881356,0.2380952380952381,3,0.22955724662746455,2,0.4591144932549291,162,0.45084745762711864,7.1361922155562665,24,0,1.0,0.3299435028248588,0.4208226287913507
Direct-Scalar,24,8,enroll_5_test_3,5,3,295,0.01756870001554489,0.23189932423627982,86730,1.7457627118644068,0.07274011299435028,1.6760946300280744,0,0.0,1.0,5.0,15,295,4.590637610976594,0.19127656712402474,2.176170254709609,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5075406433759945,0.06779661016949153,0.18632537760867057,2,0.18632537760867057,2,0.3698720166032515,162,0.45084745762711864,7.1361922155562665,24,0,1.0,0.3299435028248588,0.4208226287913507
Direct-Scalar,24,8,enroll_5_test_4,5,4,295,0.020708099997136742,0.18189830520048234,86730,1.6813559322033897,0.07005649717514124,1.6660347008937226,0,0.0,1.0,5.0,14,295,4.581920903954802,0.19091337099811675,2.185634969250958,0,2.0,4.0,7.0,24,86730,4,0.16666666666666666,0.5095699296667819,0.06440677966101695,0.1740285944886429,2,0.1740285944886429,2,0.34493254929090283,162,0.45084745762711864,7.1361922155562665,24,0,1.0,0.3299435028248588,0.4208226287913507
PQM,24,8,enroll_1_test_2,1,2,295,0.010592800041195005,0.05253017031571875,86730,2.335593220338983,0.09731638418079096,1.7357547234035762,0,0.0,2.0,6.0,9,295,7.689934278796264,0.32041392828317766,2.712949572838798,0,2.0,8.0,11.0,15,86730,4,0.16666666666666666,0.1624236135132019,0.09491525423728814,0.12866943387524502,4,0.12866943387524502,4,0.25733886775049003,271,0.08135593220338988,8.041859279842425,16,8,0.6666666666666666,0.21002824858757063,0.14393078117430674
PQM,24,8,enroll_1_test_3,1,3,295,0.004752600041683763,0.0729450845491078,86730,2.454237288135593,0.10225988700564971,1.609001257160367,0,0.0,2.0,5.0,11,295,7.723901764095468,0.3218292401706445,2.7205864451832253,0,2.0,8.0,11.0,15,86730,4,0.16666666666666666,0.16032514700795572,0.0711864406779661,0.14278219762481265,3,0.11575579384296092,4,0.23151158768592184,271,0.08135593220338988,8.041859279842425,16,8,0.6666666666666666,0.21002824858757063,0.14393078117430674
PQM,24,8,enroll_1_test_4,1,4,295,0.005570099980104715,0.06580203771591187,86730,2.5796610169491525,0.10748587570621469,1.5991898098615276,0,1.0,2.0,5.300000000000011,10,295,7.715853799146777,0.3214939082977824,2.7255848455629326,0,2.0,8.0,11.0,15,86730,4,0.16666666666666666,0.16176640147584456,0.08813559322033898,0.12495099734809177,4,0.12495099734809177,4,0.24990199469618357,271,0.08135593220338988,8.041859279842425,16,8,0.6666666666666666,0.21002824858757063,0.14393078117430674
PQM,24,8,enroll_1_test_5,1,5,295,0.007184699992649257,0.0678498307795469,86730,2.647457627118644,0.11031073446327683,1.7016754381102819,0,0.0,2.0,6.0,10,295,7.71919750951228,0.32163322956301166,2.719452055241647,0,2.0,8.0,11.0,15,86730,4,0.16666666666666666,0.16047503747261616,0.09830508474576272,0.12939006110918944,4,0.12939006110918944,4,0.25878012221837887,271,0.08135593220338988,8.041859279842425,16,8,0.6666666666666666,0.21002824858757063,0.14393078117430674
